month,month_name,regime,policy,picking_workers,packing_workers,dispatch_workers,total_workers,total_orders,urgent_orders,normal_orders,urgent_share,total_sla,urgent_sla,normal_sla,mean_system_time_min,p90_system_time_min,urgent_late_orders,normal_late_orders,completed_orders,unfinished_orders,unfinished_urgent_orders,unfinished_normal_orders,backlog_share,estimated_late_cost,estimated_worker_cost,estimated_total_cost,sla_violation,picking_utilisation,picking_avg_wait_min,picking_p95_wait_min,picking_avg_queue_len,picking_max_queue_len,picking_late_wait_share,picking_pressure_score,packing_utilisation,packing_avg_wait_min,packing_p95_wait_min,packing_avg_queue_len,packing_max_queue_len,packing_late_wait_share,packing_pressure_score,dispatch_utilisation,dispatch_avg_wait_min,dispatch_p95_wait_min,dispatch_avg_queue_len,dispatch_max_queue_len,dispatch_late_wait_share,dispatch_pressure_score,p90_total_cost,prob_meets_sla_targets,feasible,replication_count,urgent_sla_target,normal_sla_target,cost_late_urgent,cost_late_normal,worker_cost_per_hour,hours_per_worker_month,p_urgent_overall,p_urgent_pick,p_urgent_pack,p_urgent_dispatch,decisions_total,decisions_pick,decisions_pack,decisions_dispatch,evaluation_stage
12,December,s25_14_7,fifo,25,14,7,46,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.8573689709937421,0.6084716521645807,0.9400800548555331,198.17961832047078,481.1567801555556,4083.0,1887.0,39195.666666666664,2491.3333333333335,604.3333333333334,1887.0,0.05933333333333333,80115.0,132480.0,212595.0,0.3415333333333333,0.8205666666666667,188.78,531.0366666666666,820.3629999999999,3265.6666666666665,0.9984000000000001,0.9278999999999998,0.7634,0.27666666666666667,1.0933333333333335,1.1360000000000001,15.333333333333334,0.0008333333333333334,0.3063,0.7557999999999999,0.2833333333333334,0.9733333333333333,1.1636666666666666,13.0,0.0008,0.3032,225353.0,0.0,False,3,0.95,0.8,15.0,10.0,18.0,160.0,,,,,,,,,validated
12,December,s25_14_7,rl3_dqn,25,14,7,46,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.9390681661572821,0.9992953761010654,0.9189727157133385,198.22366876124383,590.4281063321404,7.333333333333333,2551.3333333333335,39128.333333333336,2558.6666666666665,7.333333333333333,2551.3333333333335,0.06093333333333332,25623.333333333332,132480.0,158103.33333333334,0.0,0.8206333333333333,188.62666666666667,641.8733333333333,843.0133333333333,3318.0,0.9998,0.9282,0.7650333333333333,0.39666666666666667,1.7,1.6203333333333332,26.666666666666668,0.0002,0.30706666666666665,0.7574333333333333,0.4000000000000001,1.5333333333333332,1.6176666666666666,27.333333333333332,0.0,0.3039,168923.0,1.0,True,3,0.95,0.8,15.0,10.0,18.0,160.0,0.3997722024601686,0.26687558374115566,0.7322905487773803,1.0,44712.333333333336,34553.0,5675.333333333333,4484.0,validated
12,December,s25_14_7,urgent_first,25,14,7,46,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.9266232853387683,0.9996562723785966,0.9022817133249567,168.6363044886825,610.2569892377777,3.6666666666666665,3072.6666666666665,39119.666666666664,2567.3333333333335,1.0,2566.3333333333335,0.06113333333333334,30781.666666666668,132480.0,163261.66666666666,0.0,0.8206000000000001,158.95666666666668,936.5366666666665,843.7379999999999,3329.3333333333335,0.9996,0.9281666666666667,0.765,0.39999999999999997,1.4266666666666667,1.6313333333333333,23.666666666666668,0.00016666666666666666,0.30670000000000003,0.7573,0.4033333333333333,1.22,1.6343333333333334,25.0,0.0002,0.30356666666666665,172993.0,1.0,True,3,0.95,0.8,15.0,10.0,18.0,160.0,,,,,,,,,validated
12,December,s26_14_7,fifo,26,14,7,47,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.8809172518249698,0.682998545310797,0.9467741497670579,174.1025935875216,437.45001193999997,3323.3333333333335,1675.3333333333333,39467.0,2220.0,544.6666666666666,1675.3333333333333,0.0529,66603.33333333333,135360.0,201963.33333333334,0.2670333333333333,0.7944999999999999,164.30666666666667,490.8733333333334,715.5426666666667,3108.6666666666665,0.9969666666666667,0.9171666666666667,0.7687666666666667,0.5433333333333333,1.71,2.236,21.0,0.0017000000000000001,0.30929999999999996,0.7609333333333334,0.4366666666666667,1.3499999999999999,1.7936666666666667,18.0,0.0013333333333333333,0.3058,219823.0,0.0,False,3,0.95,0.8,15.0,10.0,18.0,160.0,,,,,,,,,validated
12,December,s26_14_7,rl3_dqn,26,14,7,47,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.9452039712059824,0.9993297456404889,0.9271439131765041,175.30530227620122,537.20837514934,7.0,2293.0,39387.0,2300.0,7.0,2293.0,0.05483333333333334,23035.0,135360.0,158395.0,0.0,0.7944333333333334,164.78333333333333,585.1733333333333,735.6033333333334,3191.6666666666665,0.9978666666666666,0.9173333333333334,0.7699333333333334,1.2,5.56,4.938,61.333333333333336,0.002133333333333333,0.31203333333333333,0.7621333333333333,0.6633333333333334,2.6733333333333333,2.7296666666666667,29.666666666666668,0.0,0.30670000000000003,168414.0,1.0,True,3,0.95,0.8,15.0,10.0,18.0,160.0,0.43141603390461647,0.26626766680634933,0.6569714340581813,1.0,49712.333333333336,33967.666666666664,9879.666666666666,5865.0,validated
12,December,s26_14_7,urgent_first,26,14,7,47,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.9385839208730725,0.9997800156113885,0.9181700769939857,151.29241435900641,576.1265471872224,2.3333333333333335,2576.6666666666665,39389.0,2298.0,1.0,2297.0,0.054766666666666665,25801.666666666668,135360.0,161161.66666666666,0.0,0.7944333333333334,140.66,857.8933333333333,738.3933333333334,3189.6666666666665,0.9988333333333334,0.9175333333333334,0.7700333333333335,1.2,3.17,4.965333333333334,58.666666666666664,0.0007,0.3101,0.7620999999999999,0.66,1.8266666666666669,2.7030000000000007,28.666666666666668,0.0005,0.30606666666666665,171617.0,1.0,True,3,0.95,0.8,15.0,10.0,18.0,160.0,,,,,,,,,validated
12,December,s27_14_7,fifo,27,14,7,48,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.8887646975202005,0.7012865489716239,0.9511838792118227,160.67606765353207,413.12483870277794,3138.3333333333335,1535.6666666666667,39660.333333333336,2026.6666666666667,491.0,1535.6666666666667,0.0483,62431.666666666664,138240.0,200671.66666666666,0.2487,0.7702999999999999,147.1,457.3633333333334,640.2313333333333,3068.6666666666665,0.9782333333333334,0.9037666666666667,0.7726333333333333,4.136666666666667,12.5,17.222333333333335,102.33333333333333,0.018000000000000002,0.32403333333333334,0.7647333333333334,0.86,2.69,3.5720000000000005,28.666666666666668,0.0038,0.3091333333333333,219850.0,0.0,False,3,0.95,0.8,15.0,10.0,18.0,160.0,,,,,,,,,validated
12,December,s27_14_7,rl3_dqn,27,14,7,48,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.9488006931544709,0.9991707103821645,0.9319938857185388,165.32417338691738,504.9289068100367,8.666666666666666,2139.0,39539.333333333336,2147.6666666666665,8.666666666666666,2139.0,0.051199999999999996,21520.0,138240.0,159760.0,0.0,0.7702666666666667,148.23333333333335,542.9166666666666,658.355,3152.6666666666665,0.9904666666666667,0.9062333333333333,0.7727666666666666,8.423333333333334,26.02,35.045,152.33333333333334,0.009533333333333333,0.3314333333333333,0.7648333333333334,0.9900000000000001,3.4,4.095,33.0,0.0,0.30870000000000003,169391.0,1.0,True,3,0.95,0.8,15.0,10.0,18.0,160.0,0.3942954957851523,0.26581223224451417,0.4125073507238717,0.9676571823860872,59611.333333333336,33208.333333333336,19590.333333333332,6812.666666666667,validated
12,December,s27_14_7,urgent_first,27,14,7,48,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.9442677098539495,0.9997181439949925,0.9257617850532606,146.1855160191317,561.4495758572223,3.0,2337.3333333333335,39541.333333333336,2145.6666666666665,1.0,2144.6666666666665,0.051166666666666666,23418.333333333332,138240.0,161658.33333333334,0.0,0.7702333333333332,129.39666666666668,794.6566666666668,659.2833333333334,3150.0,0.9613333333333333,0.9003333333333333,0.7727333333333334,7.103333333333334,16.56,33.36233333333333,156.0,0.038200000000000005,0.3298333333333333,0.7649333333333334,1.0599999999999998,2.8433333333333333,4.3870000000000005,35.666666666666664,0.0005666666666666667,0.30806666666666666,172551.0,1.0,True,3,0.95,0.8,15.0,10.0,18.0,160.0,,,,,,,,,validated
12,December,s27_15_7,fifo,27,15,7,49,41687.0,10401.333333333334,31285.666666666668,0.24946666666666664,0.8900915207799344,0.7044909701819063,0.9518899645429576,158.37750973662313,408.6966009466667,3105.6666666666665,1513.3333333333333,39692.0,1995.0,481.6666666666667,1513.3333333333333,0.047599999999999996,61718.333333333336,141120.0,202838.33333333334,0.24549999999999997,0.7702999999999999,147.1,457.3633333333334,640.2313333333333,3068.6666666666665,0.9887,0.9058333333333334,0.7224333333333334,0.2833333333333334,1.1133333333333335,1.179,16.333333333333332,0.0009000000000000001,0.29013333333333335,0.7653333333333334,2.3000000000000003,8.473333333333333,9.588333333333333,64.0,0.010366666666666665,0.3151333333333333,222107.0,0.0,False,3,0.95,0.8,15.0,10.0,18.0,160.0,,,,,,,,,validated
