month,month_name,regime,policy,picking_workers,packing_workers,dispatch_workers,total_workers,total_orders,urgent_orders,normal_orders,urgent_share,total_sla,urgent_sla,normal_sla,mean_system_time_min,p90_system_time_min,urgent_late_orders,normal_late_orders,completed_orders,unfinished_orders,unfinished_urgent_orders,unfinished_normal_orders,backlog_share,estimated_late_cost,estimated_worker_cost,estimated_total_cost,savings_total_cost_vs_fifo_same_month_regime,savings_total_cost_vs_urgent_first_same_month_regime,p_urgent_overall,p_urgent_pick,p_urgent_pack,p_urgent_dispatch,decisions_total,decisions_pick,decisions_pack,decisions_dispatch,cost_late_urgent,cost_late_normal,worker_cost_per_hour,hours_per_worker_month,feasible,urgent_sla_target,normal_sla_target,sla_violation,scenario_seed,picking_utilisation,picking_avg_wait_min,picking_p95_wait_min,picking_avg_queue_len,picking_max_queue_len,picking_late_wait_share,picking_pressure_score,packing_utilisation,packing_avg_wait_min,packing_p95_wait_min,packing_avg_queue_len,packing_max_queue_len,packing_late_wait_share,packing_pressure_score,dispatch_utilisation,dispatch_avg_wait_min,dispatch_p95_wait_min,dispatch_avg_queue_len,dispatch_max_queue_len,dispatch_late_wait_share,dispatch_pressure_score
3,March,s764,fifo,7,6,4,17,16800,2024,14776,0.1205,0.9948214285714285,0.9935770750988142,0.9949918787222523,43.13538927615429,75.08211469000001,13.0,74.0,16713,87,13,74,0.0052,630.0,40800.0,41430.0,0.0,-185.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,126,0.8321,36.26,74.26,63.568,193,1.0,0.9328,0.6253,0.08,0.57,0.136,5,0.0,0.2524,0.546,0.06,0.45,0.107,5,0.0,0.2202
3,March,s764,urgent_first,7,6,4,17,16800,2024,14776,0.1205,0.994702380952381,1.0,0.9939767190037899,42.804194597486685,148.26523296666667,0.0,89.0,16711,89,0,89,0.0053,445.0,40800.0,41245.0,185.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,126,0.832,35.94,178.11,63.874,198,1.0,0.9328,0.6252,0.08,0.58,0.14,6,0.0,0.2512,0.546,0.06,0.47,0.111,4,0.0,0.2193
3,March,s764,rl3_dqn,7,6,4,17,16800,2024,14776,0.1205,0.1255952380952381,0.9797430830039525,0.008595018949648078,1241.4014457726794,5670.78559139786,41.0,14649.0,2685,14115,41,14074,0.8402,74065.0,40800.0,114865.0,-73435.0,-73620.0,0.7426661715558857,0.7422371866816311,0.8,0.0,2693.0,2673.0,20.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7914,126,0.1421,1232.96,7372.05,7048.687,14113,0.9999,0.6568,0.1155,0.51,2.47,0.143,3,0.0001,0.0463,0.102,0.03,0.25,0.009,1,0.0,0.0408
3,March,s643,fifo,6,4,3,13,16800,2024,14776,0.1205,0.9908928571428571,0.9901185770750988,0.990998917162967,69.81239490802146,118.19010752333334,20.0,133.0,16647,153,20,133,0.0091,1065.0,31200.0,32265.0,0.0,-310.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,126,0.9673,61.66,122.94,107.958,277,0.9954,0.986,0.9345,1.33,3.53,2.3,14,0.0046,0.3851,0.7253,0.09,0.52,0.148,4,0.0,0.2914
3,March,s643,urgent_first,6,4,3,13,16800,2024,14776,0.1205,0.9910119047619048,1.0,0.9897807255008121,70.31411243475685,213.26584228333337,0.0,151.0,16649,151,0,151,0.009,755.0,31200.0,31955.0,310.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,126,0.9672,62.0,236.02,109.755,273,0.9949,0.9859,0.9348,1.5,4.18,2.613,17,0.0051,0.3829,0.7256,0.09,0.55,0.16,4,0.0,0.291
3,March,s643,rl3_dqn,6,4,3,13,16800,2024,14776,0.1205,0.1255952380952381,0.9797430830039525,0.008595018949648078,1241.359900148843,5671.012258064527,41.0,14649.0,2685,14115,41,14074,0.8402,74065.0,31200.0,105265.0,-73000.0,-73310.0,0.7439613526570048,0.7422371866816311,1.0,0.0,2691.0,2673.0,18.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7914,126,0.1658,1232.92,7370.39,7048.674,14113,0.9999,0.6663,0.1733,0.52,2.53,0.144,4,0.0001,0.0694,0.136,0.03,0.23,0.009,1,0.0,0.0544
3,March,s652,fifo,6,5,2,13,16800,2024,14776,0.1205,0.8154166666666667,0.1857707509881423,0.9016648619382783,514.6485258244361,876.52501791,1648.0,1453.0,15147,1653,200,1453,0.0984,40225.0,31200.0,71425.0,0.0,-29000.0,,,,,,,,,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7642,126,0.9673,61.66,122.94,107.958,277,0.1878,0.4814,0.7477,0.14,0.8,0.235,8,0.0004,0.2994,0.9906,445.51,853.77,772.32,1504,0.8118,0.9586
3,March,s652,urgent_first,6,5,2,13,16800,2024,14776,0.1205,0.8663690476190476,1.0,0.8480644288034651,214.09228302608113,254.34465949000003,0.0,2245.0,15115,1685,0,1685,0.1003,11225.0,31200.0,42425.0,29000.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,126,0.9672,62.0,236.02,109.755,273,0.0467,0.6043,0.7481,0.13,0.8,0.227,7,0.0002,0.3,0.9906,143.27,314.93,794.313,1546,0.9531,0.9869
3,March,s652,rl3_dqn,6,5,2,13,16800,2024,14776,0.1205,0.1255952380952381,0.9797430830039525,0.008595018949648078,1241.2208498695136,5671.012258064527,41.0,14649.0,2685,14115,41,14074,0.8402,74065.0,31200.0,105265.0,-33840.0,-62840.0,0.7435040831477358,0.7422371866816311,0.9047619047619048,0.0,2694.0,2673.0,21.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7914,126,0.1658,1232.78,7370.39,7048.635,14113,0.9999,0.6663,0.1386,0.52,2.53,0.145,4,0.0001,0.0556,0.204,0.03,0.22,0.008,1,0.0,0.0816
3,March,s742,fifo,7,4,2,13,16800,2024,14776,0.1205,0.8153571428571429,0.18527667984189725,0.9016648619382783,514.6170630485288,876.3780286699999,1649.0,1453.0,15147,1653,200,1453,0.0984,40245.0,31200.0,71445.0,0.0,-28920.0,,,,,,,,,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7647,126,0.8321,36.26,74.26,63.568,193,0.1201,0.3905,0.9356,15.98,33.12,27.805,81,0.0467,0.3985,0.9906,455.58,862.43,789.065,1526,0.8332,0.9629
3,March,s742,urgent_first,7,4,2,13,16800,2024,14776,0.1205,0.8651785714285715,1.0,0.846710882512182,215.01637045173752,227.29948028166672,0.0,2265.0,15108,1692,0,1692,0.1007,11325.0,31200.0,42525.0,28920.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,126,0.832,35.94,178.11,63.874,198,0.0194,0.4639,0.9356,16.98,125.16,29.757,86,0.0118,0.4632,0.9906,152.57,385.57,815.49,1563,0.9688,0.99
3,March,s742,rl3_dqn,7,4,2,13,16800,2024,14776,0.1205,0.1255952380952381,0.9797430830039525,0.008595018949648078,1241.377199962623,5671.012258064527,41.0,14649.0,2685,14115,41,14074,0.8402,74065.0,31200.0,105265.0,-33820.0,-62740.0,0.7439613526570048,0.7422371866816311,1.0,0.0,2691.0,2673.0,18.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7914,126,0.1421,1232.94,7370.39,7048.679,14113,0.9999,0.6568,0.1733,0.52,2.53,0.145,4,0.0001,0.0694,0.204,0.03,0.23,0.009,1,0.0,0.0816
3,March,s553,fifo,5,5,3,13,16800,2024,14776,0.1205,0.7435714285714285,0.11363636363636363,0.8298592311857066,763.1478806852681,1328.89591397,1794.0,2514.0,14248,2552,314,2238,0.1519,48450.0,31200.0,79650.0,0.0,-31085.0,,,,,,,,,20.0,5.0,15.0,160.0,False,0.95,0.8,0.8364,126,0.9914,756.54,1399.3,1315.801,2586,0.9999,0.9965,0.6394,0.04,0.32,0.059,4,0.0,0.2558,0.6214,0.1,0.62,0.146,5,0.0001,0.2487
3,March,s553,urgent_first,5,5,3,13,16800,2024,14776,0.1205,0.7932738095238095,1.0,0.764956686518679,285.18599760474746,263.24089604666665,0.0,3473.0,14169,2631,0,2631,0.1566,17365.0,31200.0,48565.0,31085.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,False,0.95,0.8,0.035,126,0.9914,278.51,1892.15,1347.777,2664,1.0,0.9966,0.6401,0.04,0.3,0.058,4,0.0,0.2561,0.621,0.1,0.63,0.149,5,0.0,0.2485
3,March,s553,rl3_dqn,5,5,3,13,16800,2024,14776,0.1205,0.1255952380952381,0.9797430830039525,0.008595018949648078,1241.221973395274,5671.012258064527,41.0,14649.0,2685,14115,41,14074,0.8402,74065.0,31200.0,105265.0,-25615.0,-56700.0,0.7437801708132195,0.7422371866816311,0.95,0.0,2693.0,2673.0,20.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7914,126,0.199,1232.78,7370.39,7048.636,14113,0.9999,0.6796,0.1386,0.52,2.53,0.145,4,0.0001,0.0556,0.136,0.03,0.22,0.008,1,0.0,0.0544
4,April,s753,fifo,7,5,3,15,16800,2081,14719,0.1239,0.9888095238095238,0.9918308505526189,0.9883823629322644,45.73744269289469,78.90925925,17.0,171.0,16612,188,17,171,0.0112,1195.0,36000.0,37195.0,0.0,-210.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.21,79.57,67.415,241,0.9998,0.9317,0.7506,0.42,1.58,0.736,9,0.0002,0.3069,0.725,0.35,1.22,0.613,10,0.0,0.2952
4,April,s753,urgent_first,7,5,3,15,16800,2081,14719,0.1239,0.9882738095238095,1.0,0.9866159385827842,45.76117769075367,156.84444443666675,0.0,197.0,16603,197,0,197,0.0117,985.0,36000.0,36985.0,210.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.18,185.62,68.787,254,0.9993,0.9316,0.7507,0.47,1.65,0.806,9,0.0007,0.3044,0.7248,0.36,1.22,0.629,7,0.0,0.2929
4,April,s753,rl3_dqn,7,5,3,15,16800,2081,14719,0.1239,0.1269047619047619,0.9851033157135992,0.005571030640668524,1036.717570353427,4627.879629629648,31.0,14637.0,2623,14177,31,14146,0.8439,73805.0,36000.0,109805.0,-72610.0,-72820.0,0.7847619047619048,0.7843212237093691,0.9,0.0,2625.0,2615.0,10.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1418,1027.84,6826.69,7039.723,14180,0.9999,0.6567,0.1371,0.55,2.73,0.152,3,0.0001,0.0549,0.134,0.03,0.25,0.008,1,0.0,0.0536
4,April,s653,fifo,6,5,3,14,16800,2081,14719,0.1239,0.9854761904761905,0.9913503123498318,0.9846456960391331,71.68438430377506,124.01759259166667,18.0,226.0,16556,244,18,226,0.0145,1490.0,33600.0,35090.0,0.0,-250.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.9638,64.61,125.15,113.341,295,1.0,0.9855,0.7482,0.14,0.82,0.233,6,0.0,0.3012,0.7225,0.18,0.82,0.307,5,0.0,0.2911
4,April,s653,urgent_first,6,5,3,14,16800,2081,14719,0.1239,0.9852380952380952,1.0,0.9831510292818806,71.6723088099434,219.3757407316667,0.0,248.0,16552,248,0,248,0.0148,1240.0,33600.0,34840.0,250.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.9639,64.57,245.74,114.779,292,0.9999,0.9855,0.7483,0.14,0.83,0.244,6,0.0001,0.3005,0.7226,0.18,0.85,0.312,7,0.0,0.2903
4,April,s653,rl3_dqn,6,5,3,14,16800,2081,14719,0.1239,0.1269047619047619,0.9851033157135992,0.005571030640668524,1036.8283912963675,4627.879629629648,31.0,14637.0,2623,14177,31,14146,0.8439,73805.0,33600.0,107405.0,-72315.0,-72565.0,0.7844334223578787,0.7843212237093691,0.8333333333333334,0.0,2621.0,2615.0,6.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1655,1027.95,6826.69,7039.755,14180,0.9999,0.6662,0.1371,0.55,2.7,0.15,3,0.0001,0.0549,0.134,0.03,0.23,0.008,1,0.0,0.0536
4,April,s853,fifo,8,5,3,16,16800,2081,14719,0.1239,0.9923214285714286,0.9937530033637674,0.9921190298253958,35.986790759681476,60.3537037,13.0,116.0,16671,129,13,116,0.0077,840.0,38400.0,39240.0,0.0,-160.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.7283,23.89,52.13,42.229,193,0.9917,0.8897,0.7531,4.66,10.67,8.1,37,0.0083,0.3828,0.7275,0.69,2.05,1.2,12,0.0,0.3051
4,April,s853,urgent_first,8,5,3,16,16800,2081,14719,0.1239,0.991904761904762,1.0,0.990760241864257,36.04441809884181,115.03962962333333,0.0,136.0,16664,136,0,136,0.0081,680.0,38400.0,39080.0,160.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.7285,23.55,141.09,42.782,203,0.9945,0.8903,0.7535,5.03,20.95,8.727,44,0.0055,0.3702,0.7274,0.74,1.97,1.287,13,0.0,0.299
4,April,s853,rl3_dqn,8,5,3,16,16800,2081,14719,0.1239,0.12696428571428572,0.9855838539163864,0.005571030640668524,1033.562855650161,4627.903333333368,30.0,14637.0,2623,14177,30,14147,0.8439,73785.0,38400.0,112185.0,-72945.0,-73105.0,0.7847328244274809,0.7846212700841622,0.8333333333333334,0.0,2620.0,2614.0,6.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1241,1025.03,6824.92,7039.801,14181,0.9999,0.6496,0.137,0.55,2.67,0.15,3,0.0001,0.0549,0.134,0.03,0.25,0.008,1,0.0,0.0536
4,April,s743,fifo,7,4,3,14,16800,2081,14719,0.1239,0.987202380952381,0.9918308505526189,0.9865479991847272,61.86467043266004,107.65296295333334,17.0,198.0,16585,215,17,198,0.0128,1330.0,33600.0,34930.0,0.0,-195.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.21,79.57,67.415,241,0.9895,0.9296,0.9367,16.89,34.45,29.211,88,0.0105,0.55,0.7238,0.09,0.55,0.156,4,0.0,0.2916
4,April,s743,urgent_first,7,4,3,14,16800,2081,14719,0.1239,0.9864880952380952,1.0,0.9845777566410762,62.42247016319415,185.7874073966667,0.0,227.0,16573,227,0,227,0.0135,1135.0,33600.0,34735.0,195.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.18,185.62,68.787,254,0.9974,0.9312,0.9367,17.37,128.45,30.188,90,0.0026,0.614,0.7235,0.09,0.57,0.157,4,0.0,0.2905
4,April,s743,rl3_dqn,7,4,3,14,16800,2081,14719,0.1239,0.1269047619047619,0.9851033157135992,0.005571030640668524,1036.721439968372,4627.879629629648,31.0,14637.0,2623,14177,31,14146,0.8439,73805.0,33600.0,107405.0,-72475.0,-72670.0,0.7852246763137852,0.7843212237093691,1.0,0.0,2626.0,2615.0,11.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1418,1027.84,6826.69,7039.724,14180,0.9999,0.6567,0.1713,0.55,2.7,0.152,3,0.0001,0.0686,0.134,0.03,0.25,0.008,1,0.0,0.0536
4,April,s763,fifo,7,6,3,16,16800,2081,14719,0.1239,0.9888095238095238,0.9918308505526189,0.9883823629322644,45.51636355331688,78.711666655,17.0,171.0,16612,188,17,171,0.0112,1195.0,38400.0,39595.0,0.0,-210.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.21,79.57,67.415,241,1.0,0.9318,0.6255,0.08,0.58,0.14,6,0.0,0.2523,0.725,0.48,1.63,0.825,11,0.0,0.297
4,April,s763,urgent_first,7,6,3,16,16800,2081,14719,0.1239,0.9882738095238095,1.0,0.9866159385827842,45.502443325478325,156.67148147333336,0.0,197.0,16603,197,0,197,0.0117,985.0,38400.0,39385.0,210.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.18,185.62,68.787,254,1.0,0.9318,0.6256,0.09,0.6,0.149,7,0.0,0.2514,0.7248,0.48,1.57,0.839,8,0.0,0.2939
4,April,s763,rl3_dqn,7,6,3,16,16800,2081,14719,0.1239,0.1269047619047619,0.9851033157135992,0.005571030640668524,1036.7356158484074,4627.879629629648,31.0,14637.0,2623,14177,31,14146,0.8439,73805.0,38400.0,112205.0,-72610.0,-72820.0,0.7847619047619048,0.7843212237093691,0.9,0.0,2625.0,2615.0,10.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1418,1027.85,6826.69,7039.728,14180,0.9999,0.6567,0.1142,0.56,2.73,0.152,3,0.0001,0.0458,0.134,0.03,0.25,0.008,1,0.0,0.0536
4,April,s752,fifo,7,5,2,14,16800,2081,14719,0.1239,0.8091666666666667,0.16674675636713118,0.8999932060601943,508.20776360000656,830.1437036933334,1734.0,1472.0,15134,1666,194,1472,0.0992,42040.0,33600.0,75640.0,0.0,-30400.0,,,,,,,,,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7833,127,0.8294,38.21,79.57,67.415,241,0.1208,0.3928,0.7506,0.42,1.58,0.736,9,0.0011,0.3011,0.99,462.64,822.72,797.393,1510,0.8781,0.9716
4,April,s752,urgent_first,7,5,2,14,16800,2081,14719,0.1239,0.8614285714285714,1.0,0.8418370813234595,234.61987211282698,237.34592591333333,0.0,2328.0,15075,1725,0,1725,0.1027,11640.0,33600.0,45240.0,30400.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.18,185.62,68.787,254,0.0099,0.4167,0.7507,0.47,1.65,0.806,9,0.0006,0.3012,0.99,186.35,658.46,822.982,1569,0.9896,0.9939
4,April,s752,rl3_dqn,7,5,2,14,16800,2081,14719,0.1239,0.1269047619047619,0.9851033157135992,0.005571030640668524,1036.8397078550156,4627.879629629648,31.0,14637.0,2623,14177,31,14146,0.8439,73805.0,33600.0,107405.0,-31765.0,-62165.0,0.7844334223578787,0.7843212237093691,0.8333333333333334,0.0,2621.0,2615.0,6.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1418,1027.96,6826.69,7039.758,14180,0.9999,0.6567,0.1371,0.55,2.7,0.151,3,0.0001,0.0549,0.201,0.03,0.23,0.008,1,0.0,0.0804
4,April,s754,fifo,7,5,4,16,16800,2081,14719,0.1239,0.9888690476190476,0.9918308505526189,0.9884503023303214,45.41846377867333,78.58111109666667,17.0,170.0,16613,187,17,170,0.0111,1190.0,38400.0,39590.0,0.0,-205.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.21,79.57,67.415,241,0.9998,0.9317,0.7506,0.42,1.58,0.736,9,0.0002,0.3069,0.5438,0.03,0.27,0.056,3,0.0,0.2185
4,April,s754,urgent_first,7,5,4,16,16800,2081,14719,0.1239,0.9882738095238095,1.0,0.9866159385827842,45.428407508658076,156.59074073,0.0,197.0,16603,197,0,197,0.0117,985.0,38400.0,39385.0,205.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.18,185.62,68.787,254,0.9993,0.9316,0.7507,0.47,1.65,0.806,9,0.0007,0.3044,0.5436,0.03,0.25,0.054,4,0.0,0.2179
4,April,s754,rl3_dqn,7,5,4,16,16800,2081,14719,0.1239,0.12696428571428572,0.9855838539163864,0.005571030640668524,1033.5494549639238,4627.903333333368,30.0,14637.0,2623,14177,30,14147,0.8439,73785.0,38400.0,112185.0,-72595.0,-72800.0,0.7851964898893552,0.7846212700841622,1.0,0.0,2621.0,2614.0,7.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1418,1025.02,6824.92,7039.798,14181,0.9999,0.6567,0.137,0.55,2.67,0.15,3,0.0001,0.0549,0.1005,0.03,0.25,0.008,1,0.0,0.0402
4,April,s542,fifo,5,4,2,11,16800,2081,14719,0.1239,0.7499404761904762,0.09851033157135992,0.8420408995176303,788.4488015278635,1304.588518506667,1876.0,2325.0,14208,2592,306,2286,0.1543,49145.0,26400.0,75545.0,0.0,-31625.0,,,,,,,,,20.0,5.0,15.0,160.0,False,0.95,0.8,0.8515,127,0.9902,780.22,1344.69,1345.42,2622,0.998,0.9957,0.802,0.25,1.2,0.371,7,0.0003,0.3211,0.9296,1.53,4.68,2.271,15,0.0017,0.3733
4,April,s542,urgent_first,5,4,2,11,16800,2081,14719,0.1239,0.7914285714285715,1.0,0.7619403492085061,306.95057969413216,274.56888888333333,0.0,3504.0,14142,2658,0,2658,0.1582,17520.0,26400.0,43920.0,31625.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,False,0.95,0.8,0.0381,127,0.9902,298.21,2104.99,1360.178,2693,0.9994,0.9959,0.803,0.27,1.23,0.396,6,0.0001,0.3214,0.9316,1.58,4.43,2.33,14,0.0005,0.3735
4,April,s542,rl3_dqn,5,4,2,11,16800,2081,14719,0.1239,0.12696428571428572,0.9851033157135992,0.005638970038725457,1036.870194575056,4627.879629629648,31.0,14636.0,2623,14177,31,14146,0.8439,73800.0,26400.0,100200.0,-24655.0,-56280.0,0.7850609756097561,0.7843212237093691,1.0,0.0,2624.0,2615.0,9.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1986,1027.99,6826.69,7039.764,14180,0.9999,0.6794,0.1713,0.56,2.71,0.152,3,0.0001,0.0686,0.201,0.03,0.23,0.008,1,0.0,0.0804
4,April,s964,fifo,9,6,4,19,16800,2081,14719,0.1239,0.9960119047619047,0.9966362325804902,0.995923636116584,21.000128369891833,35.04222221333333,7.0,60.0,16733,67,7,60,0.004,440.0,45600.0,46040.0,0.0,-90.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.6499,13.22,32.54,23.349,148,1.0,0.86,0.6301,0.89,2.63,1.557,15,0.0,0.2823,0.5476,0.13,0.63,0.234,5,0.0,0.2254
4,April,s964,urgent_first,9,6,4,19,16800,2081,14719,0.1239,0.9958333333333333,1.0,0.9952442421360147,20.838225291367802,54.59851850833335,0.0,70.0,16730,70,0,70,0.0042,350.0,45600.0,45950.0,90.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.6499,13.1,84.73,23.779,149,0.9997,0.8599,0.6301,0.9,2.75,1.564,16,0.0003,0.2701,0.5476,0.14,0.65,0.239,6,0.0,0.2224
4,April,s964,rl3_dqn,9,6,4,19,16800,2081,14719,0.1239,0.12696428571428572,0.9855838539163864,0.005571030640668524,1030.430448201826,4623.458703703707,30.0,14637.0,2622,14178,30,14148,0.8439,73785.0,45600.0,119385.0,-73345.0,-73435.0,0.7851964898893552,0.784921546115576,0.875,0.0,2621.0,2613.0,8.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1103,1021.89,6823.25,7039.789,14181,0.9999,0.6441,0.1142,0.56,2.7,0.152,3,0.0001,0.0458,0.1005,0.03,0.23,0.008,1,0.0,0.0402
4,April,s863,fifo,8,6,3,17,16800,2081,14719,0.1239,0.9925,0.9942335415665545,0.9922549086215097,33.42368035036684,56.18222220666667,12.0,114.0,16674,126,12,114,0.0075,810.0,40800.0,41610.0,0.0,-145.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.7283,23.89,52.13,42.229,193,1.0,0.8913,0.6278,0.23,1.08,0.399,8,0.0,0.2577,0.7276,2.55,7.37,4.436,32,0.0,0.3421
4,April,s863,urgent_first,8,6,3,17,16800,2081,14719,0.1239,0.9920833333333333,1.0,0.9909640600584279,33.24268191608468,108.7970370233333,0.0,133.0,16667,133,0,133,0.0079,665.0,40800.0,41465.0,145.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.7285,23.55,141.09,42.782,203,0.999,0.8912,0.628,0.24,1.07,0.41,9,0.001,0.2547,0.7276,2.72,8.81,4.721,35,0.0,0.3232
4,April,s863,rl3_dqn,8,6,3,17,16800,2081,14719,0.1239,0.12696428571428572,0.9855838539163864,0.005571030640668524,1033.5499378715363,4627.903333333368,30.0,14637.0,2623,14177,30,14147,0.8439,73785.0,40800.0,114585.0,-72975.0,-73120.0,0.7851964898893552,0.7846212700841622,1.0,0.0,2621.0,2614.0,7.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.1241,1025.02,6824.92,7039.798,14181,0.9999,0.6496,0.1142,0.55,2.67,0.15,3,0.0001,0.0458,0.134,0.03,0.25,0.008,1,0.0,0.0536
4,April,s854,fifo,8,5,4,17,16800,2081,14719,0.1239,0.9923809523809524,0.9942335415665545,0.9921190298253958,35.33659150488544,59.58444444166667,12.0,116.0,16672,128,12,116,0.0076,820.0,40800.0,41620.0,0.0,-145.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.7283,23.89,52.13,42.229,193,0.9941,0.8901,0.7531,4.66,10.67,8.1,37,0.0059,0.3824,0.5456,0.04,0.3,0.066,3,0.0,0.2199
4,April,s854,urgent_first,8,5,4,17,16800,2081,14719,0.1239,0.9919642857142857,1.0,0.990828181262314,35.34394872015101,114.50259258333334,0.0,135.0,16665,135,0,135,0.008,675.0,40800.0,41475.0,145.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.7285,23.55,141.09,42.782,203,0.9951,0.8904,0.7535,5.03,20.95,8.727,44,0.0049,0.3701,0.5456,0.04,0.28,0.065,3,0.0,0.219
4,April,s854,rl3_dqn,8,5,4,17,16800,2081,14719,0.1239,0.12696428571428572,0.9855838539163864,0.005571030640668524,1030.4454431166491,4623.458703703707,30.0,14637.0,2622,14178,30,14148,0.8439,73785.0,40800.0,114585.0,-72965.0,-73110.0,0.784814956123617,0.784921546115576,0.75,0.0,2621.0,2613.0,8.0,0.0,20.0,5.0,15.0,160.0,False,0.95,0.8,0.7944,127,0.124,1021.91,6823.25,7039.793,14181,0.9999,0.6496,0.137,0.55,2.68,0.151,3,0.0001,0.0549,0.1005,0.03,0.23,0.008,1,0.0,0.0402
4,April,s764,fifo,7,6,4,17,16800,2081,14719,0.1239,0.9888690476190476,0.9918308505526189,0.9884503023303214,45.10233283704127,78.26148147,17.0,170.0,16613,187,17,170,0.0111,1190.0,40800.0,41990.0,0.0,-205.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.21,79.57,67.415,241,1.0,0.9318,0.6255,0.08,0.58,0.14,6,0.0,0.2523,0.5438,0.06,0.43,0.104,5,0.0,0.2191
4,April,s764,urgent_first,7,6,4,17,16800,2081,14719,0.1239,0.9882738095238095,1.0,0.9866159385827842,45.07739865483648,156.33333332666672,0.0,197.0,16603,197,0,197,0.0117,985.0,40800.0,41785.0,205.0,0.0,,,,,,,,,20.0,5.0,15.0,160.0,True,0.95,0.8,0.0,127,0.8294,38.18,185.62,68.787,254,1.0,0.9318,0.6256,0.09,0.6,0.149,7,0.0,0.2514,0.5436,0.06,0.43,0.104,5,0.0,0.2183
