time_min,pick_queue_urgent,pick_queue_normal,pack_queue_urgent,pack_queue_normal,dispatch_queue_urgent,dispatch_queue_normal,picking_busy,packing_busy,dispatch_busy,completed_total,completed_urgent,completed_normal,in_system_total,in_system_urgent,in_system_normal
893.0,0,378,0,25,0,0,2,1,1,300,107,193,407,0,407
894.0,0,377,0,26,0,0,2,1,0,301,107,194,406,0,406
895.0,0,377,0,26,0,0,2,1,0,301,107,194,406,0,406
896.0,0,376,0,27,0,0,2,1,0,301,107,194,406,0,406
897.0,0,376,0,26,0,0,2,1,1,301,107,194,406,0,406
898.0,0,376,0,26,0,0,2,1,1,301,107,194,406,0,406
899.0,0,376,0,26,0,0,2,1,0,302,107,195,405,0,405
900.0,0,376,0,25,0,0,2,1,1,302,107,195,405,0,405
901.0,0,375,0,26,0,0,2,1,0,303,107,196,404,0,404
902.0,0,375,0,25,0,0,2,1,1,303,107,196,404,0,404
903.0,0,374,0,26,0,0,2,1,0,304,107,197,403,0,403
904.0,0,373,0,27,0,0,2,1,0,304,107,197,403,0,403
905.0,0,373,0,26,0,0,2,1,1,304,107,197,403,0,403
906.0,0,373,0,26,0,0,2,1,0,305,107,198,402,0,402
907.0,0,373,0,25,0,0,2,1,1,305,107,198,402,0,402
908.0,0,373,0,25,0,0,2,1,1,305,107,198,402,0,402
909.0,0,372,0,26,0,0,2,1,0,306,107,199,401,0,401
910.0,0,371,0,26,0,0,2,1,1,306,107,199,401,0,401
911.0,0,371,0,26,0,0,2,1,1,306,107,199,401,0,401
912.0,0,371,0,26,0,0,2,1,0,307,107,200,400,0,400
913.0,0,370,0,27,0,0,2,1,0,307,107,200,400,0,400
914.0,0,369,0,28,0,0,2,1,0,307,107,200,400,0,400
915.0,0,369,0,27,0,0,2,1,1,307,107,200,400,0,400
916.0,0,368,0,28,0,0,2,1,0,308,107,201,399,0,399
917.0,0,368,0,27,0,0,2,1,1,308,107,201,399,0,399
918.0,0,368,0,27,0,0,2,1,1,308,107,201,399,0,399
919.0,0,367,0,27,0,0,2,1,1,309,107,202,398,0,398
920.0,0,367,0,27,0,0,2,1,0,310,107,203,397,0,397
921.0,0,367,0,26,0,0,2,1,1,310,107,203,397,0,397
922.0,0,367,0,26,0,0,2,1,1,310,107,203,397,0,397
923.0,0,367,0,26,0,0,2,1,0,311,107,204,396,0,396
924.0,0,365,0,27,0,0,2,1,1,311,107,204,396,0,396
925.0,0,365,0,27,0,0,2,1,0,312,107,205,395,0,395
926.0,0,365,0,27,0,0,2,1,0,312,107,205,395,0,395
927.0,0,365,0,26,0,0,2,1,1,312,107,205,395,0,395
928.0,0,363,0,28,0,0,2,1,0,313,107,206,394,0,394
929.0,0,363,0,27,0,0,2,1,1,313,107,206,394,0,394
930.0,0,363,0,27,0,0,2,1,1,313,107,206,394,0,394
931.0,0,363,0,27,0,0,2,1,0,314,107,207,393,0,393
932.0,0,362,0,27,0,0,2,1,1,314,107,207,393,0,393
933.0,0,362,0,27,0,0,2,1,1,314,107,207,393,0,393
934.0,0,362,0,26,0,0,2,1,1,315,107,208,392,0,392
935.0,0,362,0,26,0,0,2,1,1,315,107,208,392,0,392
936.0,0,361,0,27,0,0,2,1,0,316,107,209,391,0,391
937.0,0,361,0,26,0,0,2,1,1,316,107,209,391,0,391
938.0,0,361,0,26,0,0,2,1,1,316,107,209,391,0,391
939.0,0,360,0,27,0,0,2,1,0,317,107,210,390,0,390
940.0,0,360,0,27,0,0,2,1,0,317,107,210,390,0,390
941.0,0,360,0,27,0,0,2,1,0,317,107,210,390,0,390
942.0,0,360,0,26,0,0,2,1,1,317,107,210,390,0,390
943.0,0,359,0,27,0,0,2,1,1,317,107,210,390,0,390
944.0,0,358,0,27,0,0,2,1,1,318,107,211,389,0,389
945.0,0,358,0,27,0,0,2,1,0,319,107,212,388,0,388
946.0,0,357,0,28,0,0,2,1,0,319,107,212,388,0,388
947.0,0,357,0,27,0,0,2,1,1,319,107,212,388,0,388
948.0,0,357,0,27,0,0,2,1,1,319,107,212,388,0,388
949.0,0,357,0,27,0,0,2,1,0,320,107,213,387,0,387
950.0,0,357,0,27,0,0,2,1,0,320,107,213,387,0,387
951.0,0,357,0,26,0,0,2,1,1,320,107,213,387,0,387
952.0,0,357,0,26,0,0,2,1,1,320,107,213,387,0,387
953.0,0,356,0,27,0,0,2,1,0,321,107,214,386,0,386
954.0,0,356,0,27,0,0,2,1,0,321,107,214,386,0,386
955.0,0,356,0,26,0,0,2,1,1,321,107,214,386,0,386
956.0,0,354,0,28,0,0,2,1,1,321,107,214,386,0,386
957.0,0,354,0,27,0,0,2,1,1,322,107,215,385,0,385
958.0,0,354,0,27,0,0,2,1,1,322,107,215,385,0,385
959.0,0,353,0,27,0,0,2,1,1,323,107,216,384,0,384
960.0,0,353,0,27,0,0,2,1,0,324,107,217,383,0,383
961.0,0,353,0,26,0,0,2,1,1,324,107,217,383,0,383
962.0,0,353,0,26,0,0,2,1,0,325,107,218,382,0,382
963.0,0,352,0,26,0,0,2,1,1,325,107,218,382,0,382
964.0,0,351,0,27,0,0,2,1,0,326,107,219,381,0,381
965.0,0,350,0,27,0,0,2,1,1,326,107,219,381,0,381
966.0,0,350,0,27,0,0,2,1,1,326,107,219,381,0,381
967.0,0,350,0,26,0,0,2,1,1,327,107,220,380,0,380
968.0,0,350,0,26,0,0,2,1,0,328,107,221,379,0,379
969.0,0,350,0,26,0,0,2,1,0,328,107,221,379,0,379
970.0,0,350,0,26,0,0,2,1,0,328,107,221,379,0,379
971.0,0,349,0,27,0,0,2,1,0,328,107,221,379,0,379
972.0,0,348,0,27,0,0,2,1,1,328,107,221,379,0,379
973.0,0,348,0,27,0,0,2,1,1,328,107,221,379,0,379
974.0,0,348,0,27,0,0,2,1,1,328,107,221,379,0,379
975.0,0,348,0,27,0,0,2,1,0,329,107,222,378,0,378
976.0,0,348,0,26,0,0,2,1,1,329,107,222,378,0,378
977.0,0,348,0,26,0,0,2,1,0,330,107,223,377,0,377
978.0,0,347,0,27,0,0,2,1,0,330,107,223,377,0,377
979.0,0,346,0,28,0,0,2,1,0,330,107,223,377,0,377
980.0,0,345,0,29,0,0,2,1,0,330,107,223,377,0,377
981.0,0,344,0,29,0,0,2,1,1,330,107,223,377,0,377
982.0,0,344,0,29,0,0,2,1,1,330,107,223,377,0,377
983.0,0,344,0,28,0,0,2,1,1,331,107,224,376,0,376
984.0,0,343,0,29,0,0,2,1,0,332,107,225,375,0,375
985.0,0,342,0,29,0,0,2,1,1,332,107,225,375,0,375
986.0,0,342,0,29,0,0,2,1,0,333,107,226,374,0,374
987.0,0,342,0,28,0,0,2,1,1,333,107,226,374,0,374
988.0,0,341,0,29,0,1,2,0,0,334,107,227,373,0,373
989.0,0,341,0,28,0,0,2,1,1,334,107,227,373,0,373
990.0,0,340,0,29,0,0,2,1,0,335,107,228,372,0,372
991.0,0,339,0,29,0,0,2,1,1,335,107,228,372,0,372
992.0,0,339,0,29,0,0,2,1,1,335,107,228,372,0,372
993.0,0,339,0,28,0,0,2,1,1,336,107,229,371,0,371
994.0,0,339,0,28,0,0,2,1,1,336,107,229,371,0,371
995.0,0,338,0,29,0,0,2,1,0,337,107,230,370,0,370
996.0,0,338,0,28,0,0,2,1,1,337,107,230,370,0,370
997.0,0,338,0,28,0,0,2,1,0,338,107,231,369,0,369
998.0,0,337,0,29,0,0,2,1,0,338,107,231,369,0,369
999.0,0,336,0,30,0,0,2,1,0,338,107,231,369,0,369
1000.0,0,336,0,30,0,0,2,1,0,338,107,231,369,0,369
1001.0,0,336,0,29,0,0,2,1,1,338,107,231,369,0,369
1002.0,0,336,0,29,0,0,2,1,1,338,107,231,369,0,369
1003.0,0,334,0,31,0,0,2,1,0,339,107,232,368,0,368
1004.0,0,334,0,30,0,0,2,1,1,339,107,232,368,0,368
1005.0,0,334,0,30,0,0,2,1,1,339,107,232,368,0,368
1006.0,0,334,0,29,0,0,2,1,1,340,107,233,367,0,367
1007.0,0,334,0,29,0,0,2,1,1,340,107,233,367,0,367
1008.0,0,333,0,29,0,0,2,1,1,341,107,234,366,0,366
1009.0,0,333,0,29,0,0,2,1,1,341,107,234,366,0,366
1010.0,0,333,0,29,0,0,2,1,0,342,107,235,365,0,365
1011.0,0,332,0,29,0,0,2,1,1,342,107,235,365,0,365
1012.0,0,331,0,30,0,0,2,1,0,343,107,236,364,0,364
1013.0,0,331,0,30,0,0,2,1,0,343,107,236,364,0,364
1014.0,0,331,0,29,0,0,2,1,1,343,107,236,364,0,364
1015.0,0,330,0,30,0,0,2,1,1,343,107,236,364,0,364
1016.0,0,330,0,29,0,0,2,1,1,344,107,237,363,0,363
1017.0,0,329,0,30,0,0,2,1,0,345,107,238,362,0,362
1018.0,0,329,0,30,0,0,2,1,0,345,107,238,362,0,362
1019.0,0,329,0,30,0,0,2,1,0,345,107,238,362,0,362
1020.0,0,329,0,30,0,0,2,1,0,345,107,238,362,0,362
1021.0,0,329,0,30,0,0,2,1,0,345,107,238,362,0,362
1022.0,0,328,0,31,0,0,2,1,0,345,107,238,362,0,362
1023.0,0,328,0,31,0,0,2,1,0,345,107,238,362,0,362
1024.0,0,328,0,30,0,0,2,1,1,345,107,238,362,0,362
1025.0,0,328,0,30,0,0,2,1,1,345,107,238,362,0,362
1026.0,0,326,0,32,0,0,2,1,0,346,107,239,361,0,361
1027.0,0,326,0,31,0,0,2,1,1,346,107,239,361,0,361
1028.0,0,326,0,31,0,0,2,1,1,346,107,239,361,0,361
1029.0,0,326,0,30,0,0,2,1,1,347,107,240,360,0,360
1030.0,0,325,0,31,0,0,2,1,0,348,107,241,359,0,359
1031.0,0,325,0,31,0,0,2,1,0,348,107,241,359,0,359
1032.0,0,325,0,31,0,0,2,1,0,348,107,241,359,0,359
1033.0,0,325,0,31,0,0,2,1,0,348,107,241,359,0,359
1034.0,0,324,0,32,0,0,2,1,0,348,107,241,359,0,359
1035.0,0,324,0,32,0,0,2,1,0,348,107,241,359,0,359
1036.0,0,324,0,31,0,0,2,1,1,348,107,241,359,0,359
1037.0,0,324,0,31,0,0,2,1,1,348,107,241,359,0,359
1038.0,0,323,0,32,0,0,2,1,1,348,107,241,359,0,359
1039.0,0,323,0,32,0,0,2,1,0,349,107,242,358,0,358
1040.0,0,322,0,33,0,0,2,1,0,349,107,242,358,0,358
1041.0,0,322,0,32,0,0,2,1,1,349,107,242,358,0,358
1042.0,0,322,0,32,0,0,2,1,0,350,107,243,357,0,357
1043.0,0,321,0,32,0,0,2,1,1,350,107,243,357,0,357
1044.0,0,320,0,33,0,0,2,1,0,351,107,244,356,0,356
1045.0,0,320,0,33,0,0,2,1,0,351,107,244,356,0,356
1046.0,0,320,0,32,0,0,2,1,1,351,107,244,356,0,356
1047.0,0,320,0,32,0,0,2,1,0,352,107,245,355,0,355
1048.0,0,319,0,33,0,0,2,1,0,352,107,245,355,0,355
1049.0,0,319,0,33,0,0,2,1,0,352,107,245,355,0,355
1050.0,0,318,0,33,0,0,2,1,1,352,107,245,355,0,355
1051.0,0,318,0,33,0,0,2,1,0,353,107,246,354,0,354
1052.0,0,318,0,33,0,0,2,1,0,353,107,246,354,0,354
1053.0,0,318,0,32,0,0,2,1,1,353,107,246,354,0,354
1054.0,0,317,0,33,0,0,2,1,0,354,107,247,353,0,353
1055.0,0,317,0,32,0,0,2,1,1,354,107,247,353,0,353
1056.0,0,316,0,33,0,0,2,1,0,355,107,248,352,0,352
1057.0,0,315,0,34,0,0,2,1,0,355,107,248,352,0,352
1058.0,0,315,0,33,0,0,2,1,1,355,107,248,352,0,352
1059.0,0,313,0,35,0,0,2,1,0,356,107,249,351,0,351
1060.0,0,313,0,35,0,0,2,1,0,356,107,249,351,0,351
1061.0,0,312,0,35,0,0,2,1,1,356,107,249,351,0,351
1062.0,0,312,0,35,0,0,2,1,0,357,107,250,350,0,350
1063.0,0,312,0,34,0,0,2,1,1,357,107,250,350,0,350
1064.0,0,312,0,34,0,0,2,1,0,358,107,251,349,0,349
1065.0,0,312,0,34,0,0,2,1,0,358,107,251,349,0,349
1066.0,0,311,0,35,0,0,2,1,0,358,107,251,349,0,349
1067.0,0,311,0,35,0,0,2,1,0,358,107,251,349,0,349
1068.0,0,310,0,35,0,0,2,1,1,358,107,251,349,0,349
1069.0,0,309,0,36,0,0,2,1,1,358,107,251,349,0,349
1070.0,0,309,0,35,0,0,2,1,1,359,107,252,348,0,348
1071.0,0,309,0,34,0,0,2,1,1,360,107,253,347,0,347
1072.0,0,308,0,35,0,0,2,1,0,361,107,254,346,0,346
1073.0,0,307,0,35,0,0,2,1,1,361,107,254,346,0,346
1074.0,0,307,0,35,0,0,2,1,0,362,107,255,345,0,345
1075.0,0,307,0,34,0,0,2,1,1,362,107,255,345,0,345
1076.0,0,307,0,34,0,0,2,1,0,363,107,256,344,0,344
1077.0,0,307,0,34,0,0,2,1,0,363,107,256,344,0,344
1078.0,0,306,0,34,0,0,2,1,1,363,107,256,344,0,344
1079.0,0,306,0,33,0,0,2,1,1,364,107,257,343,0,343
1080.0,0,304,0,35,0,0,2,1,0,365,107,258,342,0,342
1081.0,0,304,0,35,0,0,2,1,0,365,107,258,342,0,342
1082.0,0,304,0,35,0,0,2,1,0,365,107,258,342,0,342
1083.0,0,304,0,34,0,0,2,1,1,365,107,258,342,0,342
1084.0,0,304,0,34,0,0,2,1,1,365,107,258,342,0,342
1085.0,0,303,0,35,0,0,2,1,0,366,107,259,341,0,341
1086.0,0,303,0,35,0,1,2,0,0,366,107,259,341,0,341
1087.0,0,302,0,35,0,0,2,1,1,366,107,259,341,0,341
1088.0,0,302,0,35,0,0,2,1,0,367,107,260,340,0,340
1089.0,0,301,0,36,0,0,2,1,0,367,107,260,340,0,340
1090.0,0,301,0,35,0,0,2,1,1,367,107,260,340,0,340
1091.0,0,300,0,36,0,0,2,1,1,367,107,260,340,0,340
1092.0,0,300,0,36,0,0,2,1,0,368,107,261,339,0,339
1093.0,0,300,0,35,0,0,2,1,1,368,107,261,339,0,339
1094.0,0,300,0,35,0,0,2,1,0,369,107,262,338,0,338
1095.0,0,298,0,37,0,0,2,1,0,369,107,262,338,0,338
1096.0,0,298,0,36,0,0,2,1,1,369,107,262,338,0,338
1097.0,0,298,0,36,0,0,2,1,0,370,107,263,337,0,337
1098.0,0,297,0,36,0,0,2,1,1,370,107,263,337,0,337
1099.0,0,297,0,36,0,0,2,1,0,371,107,264,336,0,336
1100.0,0,297,0,36,0,0,2,1,0,371,107,264,336,0,336
1101.0,0,295,0,37,0,0,2,1,1,371,107,264,336,0,336
1102.0,0,295,0,37,0,0,2,1,0,372,107,265,335,0,335
1103.0,0,295,0,36,0,0,2,1,1,372,107,265,335,0,335
1104.0,0,293,0,38,0,0,2,1,1,372,107,265,335,0,335
1105.0,0,293,0,38,0,1,2,0,0,373,107,266,334,0,334
1106.0,0,293,0,37,0,0,2,1,1,373,107,266,334,0,334
1107.0,0,293,0,37,0,0,2,1,0,374,107,267,333,0,333
1108.0,0,293,0,36,0,0,2,1,1,374,107,267,333,0,333
1109.0,0,292,0,37,0,0,2,1,0,375,107,268,332,0,332
1110.0,0,292,0,36,0,0,2,1,1,375,107,268,332,0,332
1111.0,0,292,0,36,0,0,2,1,0,376,107,269,331,0,331
1112.0,0,291,0,37,0,0,2,1,0,376,107,269,331,0,331
1113.0,0,291,0,37,0,0,2,1,0,376,107,269,331,0,331
1114.0,0,291,0,36,0,0,2,1,0,377,107,270,330,0,330
1115.0,0,290,0,37,0,0,2,1,0,377,107,270,330,0,330
1116.0,0,289,0,38,0,0,2,1,0,377,107,270,330,0,330
1117.0,0,289,0,38,0,0,2,1,0,377,107,270,330,0,330
1118.0,0,289,0,38,0,0,2,1,0,377,107,270,330,0,330
1119.0,0,289,0,38,0,0,2,1,0,377,107,270,330,0,330
1120.0,0,289,0,37,0,0,2,1,1,377,107,270,330,0,330
1121.0,0,289,0,37,0,0,2,1,1,377,107,270,330,0,330
1122.0,0,287,0,38,0,0,2,1,1,378,107,271,329,0,329
1123.0,0,287,0,38,0,0,2,1,0,379,107,272,328,0,328
1124.0,0,287,0,37,0,0,2,1,1,379,107,272,328,0,328
1125.0,0,287,0,37,0,0,2,1,0,380,107,273,327,0,327
1126.0,0,286,0,38,0,0,2,1,0,380,107,273,327,0,327
1127.0,0,286,0,37,0,0,2,1,1,380,107,273,327,0,327
1128.0,0,285,0,38,0,0,2,1,1,380,107,273,327,0,327
1129.0,0,285,0,38,0,0,2,1,0,381,107,274,326,0,326
1130.0,0,284,0,39,0,0,2,1,0,381,107,274,326,0,326
1131.0,0,284,0,39,0,0,2,1,0,381,107,274,326,0,326
1132.0,0,283,0,39,0,0,2,1,1,381,107,274,326,0,326
1133.0,0,283,0,39,0,0,2,1,1,381,107,274,326,0,326
1134.0,0,282,0,40,0,0,2,1,0,382,107,275,325,0,325
1135.0,0,282,0,39,0,0,2,1,1,382,107,275,325,0,325
1136.0,0,282,0,39,0,0,2,1,0,383,107,276,324,0,324
1137.0,0,280,0,41,0,0,2,1,0,383,107,276,324,0,324
1138.0,0,280,0,40,0,0,2,1,1,383,107,276,324,0,324
1139.0,0,280,0,39,0,0,2,1,1,384,107,277,323,0,323
1140.0,0,280,0,39,0,0,2,1,1,384,107,277,323,0,323
1141.0,0,280,0,38,0,0,2,1,1,385,107,278,322,0,322
1142.0,0,278,0,40,0,0,2,1,0,386,107,279,321,0,321
1143.0,0,278,0,40,0,0,2,1,0,386,107,279,321,0,321
1144.0,0,278,0,40,0,0,2,1,0,386,107,279,321,0,321
1145.0,0,278,0,40,0,0,2,1,0,386,107,279,321,0,321
1146.0,0,278,0,39,0,0,2,1,1,386,107,279,321,0,321
1147.0,0,277,0,41,0,0,1,1,1,386,107,279,321,0,321
1148.0,0,276,0,41,0,0,2,1,1,386,107,279,321,0,321
1149.0,0,276,0,40,0,0,2,1,1,387,107,280,320,0,320
1150.0,0,275,0,41,0,0,2,1,0,388,107,281,319,0,319
1151.0,0,274,0,42,0,0,2,1,0,388,107,281,319,0,319
1152.0,0,274,0,41,0,0,2,1,1,388,107,281,319,0,319
1153.0,0,274,0,41,0,0,2,1,1,388,107,281,319,0,319
1154.0,0,273,0,41,0,0,2,1,1,389,107,282,318,0,318
1155.0,0,273,0,40,0,0,2,1,1,390,107,283,317,0,317
1156.0,0,273,0,40,0,0,2,1,0,391,107,284,316,0,316
1157.0,0,273,0,39,0,0,2,1,1,391,107,284,316,0,316
1158.0,0,272,0,40,0,0,2,1,1,391,107,284,316,0,316
1159.0,0,272,0,39,0,0,2,1,1,392,107,285,315,0,315
1160.0,0,271,0,40,0,0,2,1,0,393,107,286,314,0,314
1161.0,0,271,0,40,0,0,2,1,0,393,107,286,314,0,314
1162.0,0,271,0,39,0,0,2,1,1,393,107,286,314,0,314
1163.0,0,270,0,40,0,0,2,1,0,394,107,287,313,0,313
1164.0,0,270,0,40,0,0,2,1,0,394,107,287,313,0,313
1165.0,0,270,0,40,0,0,2,1,0,394,107,287,313,0,313
1166.0,0,269,0,40,0,0,2,1,1,394,107,287,313,0,313
1167.0,0,269,0,40,0,0,2,1,1,394,107,287,313,0,313
1168.0,0,268,0,40,0,1,2,1,1,394,107,287,313,0,313
1169.0,0,268,0,40,0,0,2,1,0,396,107,289,311,0,311
1170.0,0,266,0,41,0,0,2,1,1,396,107,289,311,0,311
1171.0,0,266,0,41,0,0,2,1,0,397,107,290,310,0,310
1172.0,0,266,0,41,0,0,2,1,0,397,107,290,310,0,310
1173.0,0,265,0,41,0,0,2,1,1,397,107,290,310,0,310
1174.0,0,265,0,41,0,0,2,1,0,398,107,291,309,0,309
1175.0,0,265,0,41,0,0,2,1,0,398,107,291,309,0,309
1176.0,0,265,0,40,0,0,2,1,1,398,107,291,309,0,309
1177.0,0,264,0,41,0,0,2,1,1,398,107,291,309,0,309
1178.0,0,264,0,41,0,0,2,1,1,398,107,291,309,0,309
1179.0,0,264,0,41,0,0,2,1,0,399,107,292,308,0,308
1180.0,0,264,0,41,0,0,2,1,0,399,107,292,308,0,308
1181.0,0,263,0,42,0,0,2,1,0,399,107,292,308,0,308
1182.0,0,263,0,42,0,0,2,1,0,399,107,292,308,0,308
1183.0,0,263,0,41,0,0,2,1,1,399,107,292,308,0,308
1184.0,0,263,0,40,0,0,2,1,1,400,107,293,307,0,307
1185.0,0,262,0,41,0,0,2,1,0,401,107,294,306,0,306
1186.0,0,262,0,40,0,0,2,1,1,401,107,294,306,0,306
1187.0,0,262,0,40,0,0,2,1,0,402,107,295,305,0,305
1188.0,0,262,0,40,0,0,2,1,0,402,107,295,305,0,305
1189.0,0,261,0,40,0,0,2,1,1,402,107,295,305,0,305
1190.0,0,261,0,40,0,0,2,1,1,402,107,295,305,0,305
1191.0,0,261,0,40,0,0,2,1,0,403,107,296,304,0,304
1192.0,0,260,0,41,0,0,2,1,0,403,107,296,304,0,304
1193.0,0,259,0,41,0,0,2,1,1,403,107,296,304,0,304
1194.0,0,259,0,40,0,0,2,1,1,404,107,297,303,0,303
1195.0,0,259,0,40,0,0,2,1,0,405,107,298,302,0,302
1196.0,0,259,0,40,0,0,2,1,0,405,107,298,302,0,302
1197.0,0,259,0,39,0,0,2,1,1,405,107,298,302,0,302
1198.0,0,258,0,40,0,0,2,1,0,406,107,299,301,0,301
1199.0,0,258,0,40,0,0,2,1,0,406,107,299,301,0,301
1200.0,0,258,0,39,0,0,2,1,1,406,107,299,301,0,301
1201.0,0,257,0,40,0,1,2,0,1,406,107,299,301,0,301
1202.0,0,256,0,40,0,0,2,1,1,407,107,300,300,0,300
1203.0,0,256,0,40,0,0,2,1,0,408,107,301,299,0,299
1204.0,0,256,0,39,0,0,2,1,1,408,107,301,299,0,299
1205.0,0,255,0,40,0,0,2,1,0,409,107,302,298,0,298
1206.0,0,255,0,39,0,0,2,1,1,409,107,302,298,0,298
1207.0,0,255,0,39,0,0,2,1,0,410,107,303,297,0,297
1208.0,0,254,0,39,0,0,2,1,1,410,107,303,297,0,297
1209.0,0,254,0,39,0,0,2,1,1,410,107,303,297,0,297
1210.0,0,253,0,40,0,0,2,1,0,411,107,304,296,0,296
1211.0,0,253,0,39,0,0,2,1,1,411,107,304,296,0,296
1212.0,0,252,0,40,0,0,2,1,0,412,107,305,295,0,295
1213.0,0,252,0,40,0,0,2,1,0,412,107,305,295,0,295
1214.0,0,251,0,41,0,0,2,1,0,412,107,305,295,0,295
1215.0,0,251,0,40,0,0,2,1,1,412,107,305,295,0,295
1216.0,0,251,0,40,0,0,2,1,0,413,107,306,294,0,294
1217.0,0,250,0,41,0,0,2,1,0,413,107,306,294,0,294
1218.0,0,249,0,41,0,0,2,1,1,413,107,306,294,0,294
1219.0,0,249,0,41,0,0,2,1,1,413,107,306,294,0,294
1220.0,0,249,0,41,0,0,2,1,0,414,107,307,293,0,293
1221.0,0,249,0,40,0,0,2,1,1,414,107,307,293,0,293
1222.0,0,249,0,40,0,0,2,1,1,414,107,307,293,0,293
1223.0,0,249,0,40,0,0,2,1,0,415,107,308,292,0,292
1224.0,0,247,0,42,0,0,2,1,0,415,107,308,292,0,292
1225.0,0,247,0,41,0,0,2,1,1,415,107,308,292,0,292
1226.0,0,246,0,42,0,0,2,1,0,416,107,309,291,0,291
1227.0,0,246,0,42,0,0,2,1,0,416,107,309,291,0,291
1228.0,0,246,0,41,0,0,2,1,1,416,107,309,291,0,291
1229.0,0,246,0,41,0,0,2,1,1,416,107,309,291,0,291
1230.0,0,245,0,42,0,0,2,1,0,417,107,310,290,0,290
1231.0,0,245,0,41,0,0,2,1,1,417,107,310,290,0,290
1232.0,0,244,0,42,0,0,2,1,1,417,107,310,290,0,290
1233.0,0,243,0,42,0,0,2,1,1,418,107,311,289,0,289
1234.0,0,243,0,42,0,0,2,1,0,419,107,312,288,0,288
1235.0,0,243,0,42,0,0,2,1,0,419,107,312,288,0,288
1236.0,0,243,0,42,0,0,2,1,0,419,107,312,288,0,288
1237.0,0,242,0,42,0,0,2,1,1,419,107,312,288,0,288
1238.0,0,241,0,42,0,1,2,1,1,419,107,312,288,0,288
1239.0,0,241,0,42,0,0,2,1,1,420,107,313,287,0,287
1240.0,0,241,0,41,0,0,2,1,1,421,107,314,286,0,286
1241.0,0,241,0,41,0,0,2,1,0,422,107,315,285,0,285
1242.0,0,241,0,41,0,0,2,1,0,422,107,315,285,0,285
1243.0,0,241,0,40,0,0,2,1,1,422,107,315,285,0,285
1244.0,0,240,0,41,0,0,2,1,1,422,107,315,285,0,285
1245.0,0,239,0,42,0,0,2,1,0,423,107,316,284,0,284
1246.0,0,239,0,41,0,0,2,1,1,423,107,316,284,0,284
1247.0,0,238,0,42,0,0,2,1,1,423,107,316,284,0,284
1248.0,0,237,0,42,0,0,2,1,1,424,107,317,283,0,283
1249.0,0,236,0,43,0,0,2,1,0,425,107,318,282,0,282
1250.0,0,236,0,43,0,1,2,0,0,425,107,318,282,0,282
1251.0,0,236,0,42,0,0,2,1,1,425,107,318,282,0,282
1252.0,0,234,0,44,0,0,2,1,0,426,107,319,281,0,281
1253.0,0,234,0,43,0,0,2,1,1,426,107,319,281,0,281
1254.0,0,234,0,43,0,0,2,1,0,427,107,320,280,0,280
1255.0,0,233,0,44,0,0,2,1,0,427,107,320,280,0,280
1256.0,0,233,0,43,0,0,2,1,1,427,107,320,280,0,280
1257.0,0,233,0,43,0,0,2,1,0,428,107,321,279,0,279
1258.0,0,232,0,44,0,0,2,1,0,428,107,321,279,0,279
1259.0,0,232,0,44,0,0,2,1,0,428,107,321,279,0,279
1260.0,0,231,0,44,0,0,2,1,1,428,107,321,279,0,279
1261.0,0,231,0,44,0,0,2,1,0,429,107,322,278,0,278
1262.0,0,231,0,43,0,0,2,1,1,429,107,322,278,0,278
1263.0,0,230,0,44,0,0,2,1,0,430,107,323,277,0,277
1264.0,0,229,0,45,0,0,2,1,0,430,107,323,277,0,277
1265.0,0,229,0,44,0,0,2,1,1,430,107,323,277,0,277
1266.0,0,229,0,44,0,0,2,1,1,430,107,323,277,0,277
1267.0,0,228,0,45,0,0,2,1,0,431,107,324,276,0,276
1268.0,0,228,0,44,0,0,2,1,1,431,107,324,276,0,276
1269.0,0,227,0,45,0,0,2,1,0,432,107,325,275,0,275
1270.0,0,226,0,45,0,0,2,1,1,432,107,325,275,0,275
1271.0,0,226,0,45,0,0,2,1,1,432,107,325,275,0,275
1272.0,0,225,0,46,0,0,2,1,0,433,107,326,274,0,274
1273.0,0,225,0,45,0,0,2,1,0,434,107,327,273,0,273
1274.0,0,225,0,45,0,0,2,1,0,434,107,327,273,0,273
1275.0,0,225,0,45,0,0,2,1,0,434,107,327,273,0,273
1276.0,0,224,0,46,0,0,2,1,0,434,107,327,273,0,273
1277.0,0,224,0,46,0,0,2,1,0,434,107,327,273,0,273
1278.0,0,224,0,45,0,0,2,1,1,434,107,327,273,0,273
1279.0,0,224,0,45,0,0,2,1,1,434,107,327,273,0,273
1280.0,0,224,0,45,0,0,2,1,0,435,107,328,272,0,272
1281.0,0,223,0,45,0,0,2,1,1,435,107,328,272,0,272
1282.0,0,222,0,45,0,1,2,1,1,435,107,328,272,0,272
1283.0,0,221,0,46,0,0,2,1,1,436,107,329,271,0,271
1284.0,0,221,0,46,0,0,2,1,0,437,107,330,270,0,270
1285.0,0,220,0,47,0,0,2,1,0,437,107,330,270,0,270
1286.0,0,220,0,46,0,0,2,1,1,437,107,330,270,0,270
1287.0,0,220,0,45,0,0,2,1,1,438,107,331,269,0,269
1288.0,0,219,0,46,0,0,2,1,0,439,107,332,268,0,268
1289.0,0,218,0,46,0,0,2,1,1,439,107,332,268,0,268
1290.0,0,218,0,46,0,0,2,1,0,440,107,333,267,0,267
1291.0,0,217,0,46,0,0,2,1,1,440,107,333,267,0,267
