cost_late_urgent,cost_late_normal,worker_cost_per_hour,diversity_score,number_unique_regimes_selected,number_unique_policies_selected,rl5_selected_months,urgent_first_selected_months,fifo_selected_months,avg_selected_workers,min_selected_workers,max_selected_workers,count_s11111,count_s21111,count_s31111,count_s32111,count_s32211,count_s32221,count_s33322,count_s32121,count_s32112,count_s32212,count_s33211,count_s42211,count_s23211,count_s22121,count_s22112,count_fifo,count_urgentfirst,count_rl5dqn,peak_month_regime_nov,peak_month_policy_nov,peak_month_regime_dec,peak_month_policy_dec
15,8,20,5,2,2,1,11,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,11,1,s42211,urgent_first,s42211,rl5_dqn
15,8,25,5,2,2,1,11,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,11,1,s42211,urgent_first,s42211,rl5_dqn
15,8,8,5,2,2,1,11,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,11,1,s42211,urgent_first,s42211,rl5_dqn
10,3,30,4,3,1,0,12,0,8.67,6,10,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,12,0,s21111,urgent_first,s21111,urgent_first
15,3,30,4,3,1,0,12,0,8.67,6,10,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,12,0,s21111,urgent_first,s21111,urgent_first
20,3,30,4,3,1,0,12,0,8.67,6,10,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,12,0,s21111,urgent_first,s21111,urgent_first
30,3,30,4,3,1,0,12,0,8.67,6,10,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,12,0,s21111,urgent_first,s21111,urgent_first
40,3,30,4,3,1,0,12,0,8.67,6,10,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,12,0,s21111,urgent_first,s21111,urgent_first
60,3,30,4,3,1,0,12,0,8.67,6,10,0,2,0,0,8,0,0,0,0,0,0,2,0,0,0,0,12,0,s21111,urgent_first,s21111,urgent_first
10,3,12,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,3,15,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,3,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,3,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,5,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,5,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,5,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,3,12,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,3,15,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,3,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,3,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,5,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,5,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,5,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,3,12,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,3,15,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,3,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,3,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,5,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,5,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,5,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,8,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,3,12,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,3,15,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,3,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,3,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,5,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,5,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,5,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,8,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,3,12,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,3,15,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,3,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,3,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,5,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,5,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,5,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,8,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,3,12,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,3,15,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,3,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,3,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,5,20,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,5,25,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,5,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,8,30,3,2,1,0,12,0,9.33,9,10,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,3,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,5,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,5,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
10,5,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,3,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,5,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,5,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
15,5,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,3,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,5,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,5,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,5,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,8,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,8,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,8,20,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,8,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,10,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,10,20,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,10,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,10,30,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,3,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,5,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,5,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,5,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,8,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,8,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,8,20,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,8,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,10,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,10,20,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,10,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,10,30,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,15,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,15,30,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,3,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,5,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,5,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,5,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,8,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,8,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,8,20,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,8,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,10,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,10,20,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,10,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,10,30,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,15,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
40,15,30,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,3,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,5,8,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,5,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,5,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,8,12,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,8,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,8,20,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,8,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,10,15,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,10,20,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,10,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,10,30,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,15,25,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
60,15,30,3,2,1,0,12,0,9.42,9,10,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,8,8,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,10,8,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
20,10,12,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,8,8,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,10,8,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
30,10,12,3,2,1,0,12,0,9.5,9,10,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,12,0,s42211,urgent_first,s42211,urgent_first
