time_min,pick_queue_urgent,pick_queue_normal,pack_queue_urgent,pack_queue_normal,dispatch_queue_urgent,dispatch_queue_normal,picking_busy,packing_busy,dispatch_busy,completed_total,completed_urgent,completed_normal,in_system_total,in_system_urgent,in_system_normal
2004.0,53,391,8,63,0,0,2,1,1,681,104,577,519,61,458
2005.0,53,390,8,64,0,0,2,1,0,682,104,578,518,61,457
2006.0,53,390,8,63,0,0,2,1,1,682,104,578,518,61,457
2007.0,53,390,8,63,0,0,2,1,0,683,104,579,517,61,456
2008.0,53,390,8,63,0,0,2,1,0,683,104,579,517,61,456
2009.0,53,390,8,62,0,0,2,1,1,683,104,579,517,61,456
2010.0,53,389,8,63,0,0,2,1,1,683,104,579,517,61,456
2011.0,53,388,8,63,0,0,2,1,1,684,104,580,516,61,455
2012.0,53,388,8,63,0,0,2,1,0,685,104,581,515,61,454
2013.0,53,388,8,63,0,0,2,1,0,685,104,581,515,61,454
2014.0,53,387,8,64,0,0,2,1,0,685,104,581,515,61,454
2015.0,53,387,8,63,0,0,2,1,1,685,104,581,515,61,454
2016.0,52,387,8,64,0,0,2,1,0,686,104,582,514,61,453
2017.0,52,387,8,63,0,0,2,1,1,686,104,582,514,61,453
2018.0,52,386,8,64,0,0,2,1,0,687,104,583,513,61,452
2019.0,52,386,8,63,0,0,2,1,1,687,104,583,513,61,452
2020.0,52,385,9,64,0,0,1,1,0,688,104,584,512,61,451
2021.0,52,384,9,64,0,0,2,1,0,688,104,584,512,61,451
2022.0,52,384,9,64,0,0,2,1,0,688,104,584,512,61,451
2023.0,52,384,9,64,0,0,2,1,0,688,104,584,512,61,451
2024.0,52,384,9,64,0,0,2,1,0,688,104,584,512,61,451
2025.0,52,384,9,63,0,0,2,1,1,688,104,584,512,61,451
2026.0,52,384,9,63,0,0,2,1,1,688,104,584,512,61,451
2027.0,52,383,9,64,0,0,2,1,1,688,104,584,512,61,451
2028.0,52,383,9,64,0,0,2,1,0,689,104,585,511,61,450
2029.0,52,381,9,65,0,0,2,1,1,689,104,585,511,61,450
2030.0,52,381,9,65,0,0,2,1,0,690,104,586,510,61,449
2031.0,52,381,8,65,0,0,2,1,1,690,104,586,510,61,449
2032.0,52,380,8,66,0,0,2,1,1,690,104,586,510,61,449
2033.0,52,380,8,65,0,0,2,1,1,691,104,587,509,61,448
2034.0,52,380,8,65,0,0,2,1,1,691,104,587,509,61,448
2035.0,52,380,8,64,0,0,2,1,1,692,105,587,508,60,448
2036.0,52,379,8,65,0,0,2,1,0,693,105,588,507,60,447
2037.0,52,378,8,66,0,0,2,1,0,693,105,588,507,60,447
2038.0,52,378,8,66,0,0,2,1,0,693,105,588,507,60,447
2039.0,52,377,8,66,0,0,2,1,1,693,105,588,507,60,447
2040.0,52,377,8,66,0,0,2,1,1,693,105,588,507,60,447
2041.0,52,377,8,66,0,0,2,1,0,694,105,589,506,60,446
2042.0,52,377,8,65,0,0,2,1,1,694,105,589,506,60,446
2043.0,52,377,8,65,0,0,2,1,0,695,105,590,505,60,445
2044.0,52,377,7,65,0,0,2,1,1,695,105,590,505,60,445
2045.0,52,376,7,65,0,0,2,1,1,696,105,591,504,60,444
2046.0,52,376,7,65,0,0,2,1,0,697,106,591,503,59,444
2047.0,52,376,6,65,0,0,2,1,1,697,106,591,503,59,444
2048.0,52,376,6,65,0,0,2,1,0,698,106,592,502,59,443
2049.0,52,375,6,66,0,0,2,1,0,698,106,592,502,59,443
2050.0,52,375,6,66,0,0,2,1,0,698,106,592,502,59,443
2051.0,52,374,6,66,0,0,2,1,1,698,106,592,502,59,443
2052.0,52,374,6,66,0,0,2,1,1,698,106,592,502,59,443
2053.0,52,374,6,65,0,0,2,1,1,699,107,592,501,58,443
2054.0,52,373,6,66,0,0,2,1,0,700,107,593,500,58,442
2055.0,52,372,6,67,0,0,2,1,0,700,107,593,500,58,442
2056.0,52,372,6,67,0,0,2,1,0,700,107,593,500,58,442
2057.0,52,372,6,66,0,0,2,1,1,700,107,593,500,58,442
2058.0,52,372,6,66,0,0,2,1,1,700,107,593,500,58,442
2059.0,52,372,6,66,0,0,2,1,0,701,107,594,499,58,441
2060.0,51,371,6,67,0,0,2,1,1,701,107,594,499,58,441
2061.0,51,371,6,67,0,0,2,1,1,701,107,594,499,58,441
2062.0,51,371,6,66,0,0,2,1,1,702,107,595,498,58,440
2063.0,51,371,6,66,0,0,2,1,0,703,107,596,497,58,439
2064.0,51,371,6,66,0,0,2,1,0,703,107,596,497,58,439
2065.0,51,370,6,66,0,0,2,1,1,703,107,596,497,58,439
2066.0,51,370,6,66,0,0,2,1,0,704,107,597,496,58,438
2067.0,51,370,6,65,0,0,2,1,1,704,107,597,496,58,438
2068.0,51,370,6,65,0,0,2,1,1,704,107,597,496,58,438
2069.0,51,370,6,64,0,0,2,1,1,705,107,598,495,58,437
2070.0,51,370,6,64,0,0,2,1,0,706,107,599,494,58,436
2071.0,51,370,6,63,0,0,2,1,1,706,107,599,494,58,436
2072.0,51,370,6,62,0,1,2,1,1,706,107,599,494,58,436
2073.0,51,369,6,63,0,0,2,1,1,707,107,600,493,58,435
2074.0,51,369,6,63,0,0,2,1,0,708,107,601,492,58,434
2075.0,51,369,6,62,0,0,2,1,1,708,107,601,492,58,434
2076.0,51,368,7,62,0,0,2,1,0,709,107,602,491,58,433
2077.0,51,368,7,61,0,0,2,1,1,709,107,602,491,58,433
2078.0,51,367,7,62,0,0,2,1,0,710,107,603,490,58,432
2079.0,51,367,7,61,0,0,2,1,1,710,107,603,490,58,432
2080.0,51,366,7,62,0,0,2,1,0,711,107,604,489,58,431
2081.0,51,366,7,62,0,0,2,1,0,711,107,604,489,58,431
2082.0,51,365,7,63,0,0,2,1,0,711,107,604,489,58,431
2083.0,51,365,7,63,0,0,2,1,0,711,107,604,489,58,431
2084.0,51,365,7,62,0,0,2,1,1,711,107,604,489,58,431
2085.0,51,365,7,62,0,0,2,1,1,711,107,604,489,58,431
2086.0,51,365,7,61,0,0,2,1,1,712,107,605,488,58,430
2087.0,51,365,7,61,0,0,2,1,0,713,107,606,487,58,429
2088.0,51,365,7,61,0,0,2,1,0,713,107,606,487,58,429
2089.0,51,364,7,62,0,0,2,1,0,713,107,606,487,58,429
2090.0,51,364,7,62,0,0,2,1,0,713,107,606,487,58,429
2091.0,51,364,7,62,0,0,2,1,0,713,107,606,487,58,429
2092.0,51,363,6,63,0,0,2,1,1,713,107,606,487,58,429
2093.0,51,363,6,63,0,0,2,1,1,713,107,606,487,58,429
2094.0,50,363,6,63,0,0,2,1,1,714,107,607,486,58,428
2095.0,50,362,6,64,0,0,2,1,1,714,107,607,486,58,428
2096.0,50,362,6,63,0,0,2,1,1,715,108,607,485,57,428
2097.0,50,362,6,63,0,0,2,1,0,716,108,608,484,57,427
2098.0,50,362,6,63,0,0,2,1,0,716,108,608,484,57,427
2099.0,50,362,6,62,0,0,2,1,1,716,108,608,484,57,427
2100.0,50,361,7,62,0,0,2,1,0,717,108,609,483,57,426
2101.0,50,361,7,62,0,0,2,1,0,717,108,609,483,57,426
2102.0,50,360,7,63,0,0,2,1,0,717,108,609,483,57,426
2103.0,50,360,7,62,0,0,2,1,1,717,108,609,483,57,426
2104.0,50,360,7,62,0,0,2,1,1,717,108,609,483,57,426
2105.0,49,360,7,63,0,0,2,1,0,718,108,610,482,57,425
2106.0,49,360,7,63,0,0,2,1,0,718,108,610,482,57,425
2107.0,49,360,7,63,0,0,2,1,0,718,108,610,482,57,425
2108.0,49,358,8,63,0,0,2,1,1,718,108,610,482,57,425
2109.0,49,358,8,63,0,0,2,1,1,718,108,610,482,57,425
2110.0,49,358,8,63,0,0,2,1,0,719,108,611,481,57,424
2111.0,49,358,8,62,0,0,2,1,1,719,108,611,481,57,424
2112.0,49,357,8,63,0,0,2,1,0,720,108,612,480,57,423
2113.0,49,356,8,63,0,0,2,1,1,720,108,612,480,57,423
2114.0,49,356,8,63,0,0,2,1,0,721,108,613,479,57,422
2115.0,49,356,8,62,0,0,2,1,1,721,108,613,479,57,422
2116.0,49,356,8,62,0,0,2,1,1,721,108,613,479,57,422
2117.0,49,356,8,62,0,0,2,1,0,722,108,614,478,57,421
2118.0,49,355,8,62,0,0,2,1,1,722,108,614,478,57,421
2119.0,49,355,8,62,0,0,2,1,0,723,108,615,477,57,420
2120.0,49,355,8,62,0,0,2,1,0,723,108,615,477,57,420
2121.0,49,355,8,62,0,0,2,1,0,723,108,615,477,57,420
2122.0,49,354,8,62,0,0,2,1,1,723,108,615,477,57,420
2123.0,49,354,8,61,0,1,2,1,1,723,108,615,477,57,420
2124.0,49,354,8,61,0,0,2,1,1,724,108,616,476,57,419
2125.0,49,353,8,62,0,0,2,1,0,725,108,617,475,57,418
2126.0,49,353,8,61,0,0,2,1,1,725,108,617,475,57,418
2127.0,49,352,8,62,0,0,2,1,1,725,108,617,475,57,418
2128.0,49,352,8,62,0,0,2,1,0,726,108,618,474,57,417
2129.0,49,352,8,62,0,0,2,1,0,726,108,618,474,57,417
2130.0,49,352,8,61,0,0,2,1,1,726,108,618,474,57,417
2131.0,49,352,8,61,0,0,2,1,1,726,108,618,474,57,417
2132.0,49,352,8,61,0,0,2,1,0,727,108,619,473,57,416
2133.0,49,351,8,61,0,0,2,1,1,727,108,619,473,57,416
2134.0,49,350,8,62,0,0,2,1,0,728,108,620,472,57,415
2135.0,49,350,8,62,0,0,2,1,0,728,108,620,472,57,415
2136.0,49,350,8,62,0,0,2,1,0,728,108,620,472,57,415
2137.0,49,349,8,63,0,0,2,1,0,728,108,620,472,57,415
2138.0,49,349,8,63,0,0,2,1,0,728,108,620,472,57,415
2139.0,49,348,8,63,0,0,2,1,1,728,108,620,472,57,415
2140.0,49,347,8,64,0,0,2,1,1,728,108,620,472,57,415
2141.0,49,347,8,64,0,0,2,1,1,728,108,620,472,57,415
2142.0,49,347,8,64,0,0,2,1,0,729,108,621,471,57,414
2143.0,49,347,8,63,0,0,2,1,1,729,108,621,471,57,414
2144.0,49,347,8,63,0,0,2,1,1,729,108,621,471,57,414
2145.0,49,347,8,63,0,0,2,1,0,730,108,622,470,57,413
2146.0,49,346,8,64,0,0,2,1,0,730,108,622,470,57,413
2147.0,49,345,7,65,0,0,2,1,1,730,108,622,470,57,413
2148.0,49,345,7,64,1,0,2,1,1,730,108,622,470,57,413
2149.0,49,345,7,64,0,0,2,1,1,731,108,623,469,57,412
2150.0,49,345,7,63,0,0,2,1,1,732,109,623,468,56,412
2151.0,49,345,7,63,0,0,2,1,0,733,109,624,467,56,411
2152.0,49,345,7,63,0,0,2,1,0,733,109,624,467,56,411
2153.0,49,345,7,62,0,0,2,1,1,733,109,624,467,56,411
2154.0,49,344,7,63,0,0,2,1,1,733,109,624,467,56,411
2155.0,49,344,7,63,0,0,2,1,0,734,109,625,466,56,410
2156.0,49,344,7,63,0,0,2,1,0,734,109,625,466,56,410
2157.0,49,344,7,63,0,0,2,1,0,734,109,625,466,56,410
2158.0,49,344,6,63,0,0,2,1,1,734,109,625,466,56,410
2159.0,49,343,6,64,0,0,2,1,1,734,109,625,466,56,410
2160.0,49,343,6,64,0,0,2,1,0,735,109,626,465,56,409
2161.0,49,343,6,63,0,0,2,1,1,735,109,626,465,56,409
2162.0,49,342,6,64,0,0,2,1,1,735,109,626,465,56,409
2163.0,49,342,6,64,0,0,2,1,0,736,110,626,464,55,409
2164.0,49,342,6,64,0,0,2,1,0,736,110,626,464,55,409
2165.0,49,341,6,65,0,0,2,1,0,736,110,626,464,55,409
2166.0,49,340,6,66,0,0,2,1,0,736,110,626,464,55,409
2167.0,49,340,6,66,0,0,2,1,0,736,110,626,464,55,409
2168.0,49,339,6,67,0,0,2,1,0,736,110,626,464,55,409
2169.0,49,339,6,67,0,0,2,1,0,736,110,626,464,55,409
2170.0,49,339,6,66,0,0,2,1,1,736,110,626,464,55,409
2171.0,49,337,6,68,0,0,2,1,1,736,110,626,464,55,409
2172.0,49,337,6,67,0,1,2,1,1,736,110,626,464,55,409
2173.0,49,337,6,67,0,1,2,1,1,736,110,626,464,55,409
2174.0,49,337,6,67,0,0,2,1,1,737,110,627,463,55,408
2175.0,49,336,6,67,0,0,2,1,1,738,110,628,462,55,407
2176.0,49,335,6,68,0,0,2,1,0,739,110,629,461,55,406
2177.0,49,335,6,68,0,0,2,1,0,739,110,629,461,55,406
2178.0,49,335,6,68,0,0,2,1,0,739,110,629,461,55,406
2179.0,49,335,6,68,0,0,2,1,0,739,110,629,461,55,406
2180.0,49,335,6,68,0,0,2,1,0,739,110,629,461,55,406
2181.0,48,335,6,68,0,0,2,1,1,739,110,629,461,55,406
2182.0,48,335,6,67,0,1,2,1,1,739,110,629,461,55,406
2183.0,48,334,7,67,0,1,2,1,1,739,110,629,461,55,406
2184.0,48,334,7,66,0,1,2,1,1,740,110,630,460,55,405
2185.0,48,334,7,66,0,0,2,1,1,741,110,631,459,55,404
2186.0,48,334,7,66,0,0,2,1,0,742,110,632,458,55,403
2187.0,48,333,7,66,0,0,2,1,1,742,110,632,458,55,403
2188.0,47,333,7,67,0,0,2,1,0,743,110,633,457,55,402
2189.0,47,333,7,67,0,0,2,1,0,743,110,633,457,55,402
2190.0,47,332,8,67,0,0,2,1,0,743,110,633,457,55,402
2191.0,47,332,8,67,0,0,2,1,0,743,110,633,457,55,402
2192.0,47,332,8,67,0,0,2,1,0,743,110,633,457,55,402
2193.0,47,331,8,67,0,0,2,1,1,743,110,633,457,55,402
2194.0,47,331,8,67,0,0,2,1,1,743,110,633,457,55,402
2195.0,47,330,8,67,0,1,2,1,1,743,110,633,457,55,402
2196.0,47,330,8,67,0,0,2,1,1,744,110,634,456,55,401
2197.0,47,329,8,67,0,0,2,1,1,745,110,635,455,55,400
2198.0,47,329,8,67,0,0,2,1,1,745,110,635,455,55,400
2199.0,47,329,8,67,0,0,2,1,0,746,110,636,454,55,399
2200.0,47,329,8,67,0,0,2,1,0,746,110,636,454,55,399
2201.0,46,329,8,67,0,0,2,1,1,746,110,636,454,55,399
2202.0,46,328,9,67,0,1,2,0,1,746,110,636,454,55,399
2203.0,46,327,8,68,0,0,2,1,1,747,110,637,453,55,398
2204.0,46,327,8,68,0,0,2,1,1,747,110,637,453,55,398
2205.0,46,326,7,69,0,0,2,1,1,748,110,638,452,55,397
2206.0,46,326,7,69,0,0,2,1,1,748,110,638,452,55,397
2207.0,46,326,7,69,0,0,2,1,0,749,111,638,451,54,397
2208.0,46,326,7,68,0,0,2,1,1,749,111,638,451,54,397
2209.0,45,326,7,69,0,0,2,1,0,750,112,638,450,53,397
2210.0,45,325,7,70,0,0,2,1,0,750,112,638,450,53,397
2211.0,45,325,7,69,0,0,2,1,1,750,112,638,450,53,397
2212.0,45,324,8,69,0,0,2,1,1,750,112,638,450,53,397
2213.0,45,324,8,69,0,0,2,1,0,751,112,639,449,53,396
2214.0,45,323,8,69,0,0,2,1,1,751,112,639,449,53,396
2215.0,45,322,8,70,0,0,2,1,0,752,112,640,448,53,395
2216.0,45,322,8,70,0,0,2,1,0,752,112,640,448,53,395
2217.0,45,322,8,69,0,0,2,1,1,752,112,640,448,53,395
2218.0,45,321,8,70,0,0,2,1,0,753,112,641,447,53,394
2219.0,45,321,8,70,0,0,2,1,0,753,112,641,447,53,394
2220.0,45,320,8,71,0,0,2,1,0,753,112,641,447,53,394
2221.0,45,320,8,71,0,0,2,1,0,753,112,641,447,53,394
2222.0,45,320,8,71,0,0,2,1,0,753,112,641,447,53,394
2223.0,44,320,8,72,0,0,2,1,0,753,112,641,447,53,394
2224.0,44,319,8,72,0,0,2,1,1,753,112,641,447,53,394
2225.0,44,319,8,71,0,1,2,1,1,753,112,641,447,53,394
2226.0,44,318,9,71,0,0,2,1,1,754,112,642,446,53,393
2227.0,44,318,9,71,0,0,2,1,0,755,112,643,445,53,392
2228.0,44,316,9,72,0,0,2,1,1,755,112,643,445,53,392
2229.0,44,316,9,72,0,0,2,1,0,756,112,644,444,53,391
2230.0,44,316,9,71,0,0,2,1,1,756,112,644,444,53,391
2231.0,44,316,9,71,0,0,2,1,1,756,112,644,444,53,391
2232.0,44,314,9,72,0,0,2,1,1,757,112,645,443,53,390
2233.0,44,314,9,72,0,0,2,1,1,757,112,645,443,53,390
2234.0,44,314,9,71,0,0,2,1,1,758,112,646,442,53,389
2235.0,44,314,9,71,0,0,2,1,0,759,112,647,441,53,388
2236.0,43,314,9,71,0,0,2,1,1,759,112,647,441,53,388
2237.0,43,314,9,71,0,0,2,1,0,760,112,648,440,53,387
2238.0,43,313,8,72,0,0,2,1,1,760,112,648,440,53,387
2239.0,43,313,8,72,0,0,2,1,0,761,112,649,439,53,386
2240.0,43,312,8,72,0,0,2,1,1,761,112,649,439,53,386
2241.0,43,312,8,72,0,0,2,1,1,761,112,649,439,53,386
2242.0,43,312,8,72,0,0,2,1,0,762,113,649,438,52,386
2243.0,43,312,8,71,0,0,2,1,1,762,113,649,438,52,386
2244.0,43,311,8,72,0,0,2,1,0,763,113,650,437,52,385
2245.0,43,310,9,72,0,0,2,1,0,763,113,650,437,52,385
2246.0,43,310,9,72,0,0,2,1,0,763,113,650,437,52,385
2247.0,43,310,9,71,0,0,2,1,1,763,113,650,437,52,385
2248.0,43,310,9,71,0,0,2,1,0,764,113,651,436,52,384
2249.0,43,310,9,70,0,0,2,1,1,764,113,651,436,52,384
2250.0,42,309,9,72,0,0,2,1,0,765,113,652,435,52,383
2251.0,42,309,9,71,0,0,2,1,1,765,113,652,435,52,383
2252.0,41,309,10,71,0,0,2,1,0,766,113,653,434,52,382
2253.0,41,309,10,70,0,0,2,1,1,766,113,653,434,52,382
2254.0,40,309,10,71,0,0,2,1,0,767,113,654,433,52,381
2255.0,40,309,10,71,0,0,2,1,0,767,113,654,433,52,381
2256.0,40,308,11,71,0,0,2,1,0,767,113,654,433,52,381
2257.0,40,308,11,70,0,0,2,1,1,767,113,654,433,52,381
2258.0,40,307,12,69,0,1,2,1,1,767,113,654,433,52,381
2259.0,40,307,12,69,0,0,2,1,1,768,113,655,432,52,380
2260.0,40,307,12,69,0,0,2,1,0,769,113,656,431,52,379
2261.0,40,306,12,69,0,0,2,1,1,769,113,656,431,52,379
2262.0,40,306,12,69,0,0,2,1,0,770,113,657,430,52,378
2263.0,40,304,12,71,0,0,2,1,0,770,113,657,430,52,378
2264.0,40,304,12,71,0,0,2,1,0,770,113,657,430,52,378
2265.0,40,304,12,71,0,0,2,1,0,770,113,657,430,52,378
2266.0,40,304,12,70,0,0,2,1,1,770,113,657,430,52,378
2267.0,40,304,12,70,0,0,2,1,1,770,113,657,430,52,378
2268.0,40,303,12,71,0,0,2,1,1,770,113,657,430,52,378
2269.0,40,302,12,71,0,0,2,1,0,771,113,658,429,52,377
2270.0,40,301,12,71,0,1,2,1,1,771,113,658,429,52,377
2271.0,40,301,12,71,0,0,2,1,1,772,113,659,428,52,376
2272.0,40,301,12,71,0,0,2,1,0,773,113,660,427,52,375
2273.0,40,300,12,71,0,0,2,1,1,773,113,660,427,52,375
2274.0,40,300,12,71,0,0,2,1,0,774,113,661,426,52,374
2275.0,40,300,12,71,0,0,2,1,0,774,113,661,426,52,374
2276.0,40,299,12,71,0,0,2,1,1,774,113,661,426,52,374
2277.0,40,299,12,71,0,0,2,1,0,775,113,662,425,52,373
2278.0,40,299,12,70,0,0,2,1,1,775,113,662,425,52,373
2279.0,40,299,12,70,0,0,2,1,1,775,113,662,425,52,373
2280.0,40,298,12,71,0,0,2,1,0,776,113,663,424,52,372
2281.0,40,298,12,71,0,0,2,1,0,776,113,663,424,52,372
2282.0,40,297,12,72,0,0,2,1,0,776,113,663,424,52,372
2283.0,40,297,12,71,0,0,2,1,1,776,113,663,424,52,372
2284.0,40,297,12,71,0,0,2,1,1,776,113,663,424,52,372
2285.0,40,297,12,71,0,0,2,1,0,777,113,664,423,52,371
2286.0,40,296,12,72,0,0,2,1,0,777,113,664,423,52,371
2287.0,40,296,11,72,0,0,2,1,1,777,113,664,423,52,371
2288.0,39,296,11,73,0,0,2,1,0,778,113,665,422,52,370
2289.0,39,296,11,73,0,0,2,1,0,778,113,665,422,52,370
2290.0,39,296,11,73,0,0,2,1,0,778,113,665,422,52,370
2291.0,39,295,11,74,0,0,2,1,0,778,113,665,422,52,370
2292.0,39,295,11,73,0,0,2,1,1,778,113,665,422,52,370
2293.0,39,295,11,73,0,0,2,1,1,778,113,665,422,52,370
2294.0,39,295,11,73,0,0,2,1,1,778,113,665,422,52,370
2295.0,39,294,11,73,0,0,2,1,1,779,114,665,421,51,370
2296.0,39,294,11,72,0,0,2,1,1,780,114,666,420,51,369
2297.0,39,292,12,73,0,0,2,1,0,781,114,667,419,51,368
2298.0,39,292,12,72,0,0,2,1,1,781,114,667,419,51,368
2299.0,39,292,12,72,0,0,2,1,0,782,114,668,418,51,367
2300.0,38,292,12,72,0,0,2,1,1,782,114,668,418,51,367
2301.0,38,292,12,72,0,0,2,1,1,782,114,668,418,51,367
2302.0,38,292,12,72,0,0,2,1,0,783,114,669,417,51,366
2303.0,38,292,12,72,0,0,2,1,0,783,114,669,417,51,366
2304.0,38,291,12,73,0,0,2,1,0,783,114,669,417,51,366
2305.0,38,290,13,72,0,0,2,1,1,783,114,669,417,51,366
2306.0,38,290,13,72,0,0,2,1,1,783,114,669,417,51,366
2307.0,38,290,13,72,0,0,2,1,1,783,114,669,417,51,366
2308.0,37,290,13,72,0,0,2,1,1,784,114,670,416,51,365
2309.0,37,289,12,73,0,1,2,1,1,784,114,670,416,51,365
2310.0,37,289,12,73,0,0,2,1,0,786,114,672,414,51,363
2311.0,37,289,12,73,0,0,2,1,0,786,114,672,414,51,363
2312.0,37,288,13,72,0,0,2,1,1,786,114,672,414,51,363
2313.0,37,288,13,72,0,0,2,1,0,787,115,672,413,50,363
2314.0,37,287,13,73,0,0,2,1,0,787,115,672,413,50,363
2315.0,37,286,13,74,0,0,2,1,0,787,115,672,413,50,363
2316.0,37,286,13,73,0,0,2,1,1,787,115,672,413,50,363
2317.0,37,286,13,73,0,0,2,1,0,788,115,673,412,50,362
2318.0,37,286,13,72,0,0,2,1,1,788,115,673,412,50,362
2319.0,37,286,13,73,0,0,1,1,0,789,115,674,411,50,361
2320.0,37,285,13,73,0,0,2,1,0,789,115,674,411,50,361
2321.0,36,285,13,74,0,0,2,1,0,789,115,674,411,50,361
2322.0,36,285,13,74,0,0,2,1,0,789,115,674,411,50,361
2323.0,36,284,12,75,0,0,2,1,1,789,115,674,411,50,361
2324.0,36,284,13,75,0,0,1,1,1,789,115,674,411,50,361
2325.0,35,284,13,74,0,0,2,1,1,790,115,675,410,50,360
2326.0,35,284,13,74,0,0,2,1,0,791,116,675,409,49,360
2327.0,35,283,14,74,0,0,2,1,0,791,116,675,409,49,360
2328.0,35,283,14,74,0,0,2,1,0,791,116,675,409,49,360
2329.0,35,281,14,75,0,0,2,1,1,791,116,675,409,49,360
2330.0,35,281,14,75,0,0,2,1,0,792,116,676,408,49,359
2331.0,35,280,14,76,0,0,2,1,0,792,116,676,408,49,359
2332.0,35,279,14,76,0,0,2,1,1,792,116,676,408,49,359
2333.0,35,279,14,76,0,0,2,1,1,792,116,676,408,49,359
2334.0,35,279,14,76,0,0,2,1,0,793,116,677,407,49,358
2335.0,35,279,14,75,0,0,2,1,1,793,116,677,407,49,358
2336.0,35,279,14,75,0,0,2,1,1,793,116,677,407,49,358
2337.0,35,278,14,76,0,0,2,1,0,794,116,678,406,49,357
2338.0,35,278,14,75,0,0,2,1,1,794,116,678,406,49,357
2339.0,35,278,14,75,0,0,2,1,1,794,116,678,406,49,357
2340.0,35,277,14,76,0,0,2,1,0,795,116,679,405,49,356
2341.0,35,277,14,76,0,0,2,1,0,795,116,679,405,49,356
2342.0,35,276,14,76,0,0,2,1,1,795,116,679,405,49,356
2343.0,35,275,14,77,0,0,2,1,1,795,116,679,405,49,356
2344.0,35,275,14,77,0,0,2,1,0,796,116,680,404,49,355
2345.0,35,274,14,78,0,0,2,1,0,796,116,680,404,49,355
2346.0,35,274,14,77,0,0,2,1,1,796,116,680,404,49,355
2347.0,35,274,14,77,0,0,2,1,0,797,116,681,403,49,354
2348.0,35,274,14,76,0,0,2,1,1,797,116,681,403,49,354
2349.0,35,273,14,77,0,0,2,1,0,798,116,682,402,49,353
2350.0,35,273,14,77,0,0,2,1,0,798,116,682,402,49,353
2351.0,35,272,14,78,0,0,2,1,0,798,116,682,402,49,353
2352.0,35,272,14,77,0,0,2,1,1,798,116,682,402,49,353
2353.0,35,272,14,77,0,0,2,1,1,798,116,682,402,49,353
2354.0,35,271,14,78,0,0,2,1,0,799,116,683,401,49,352
2355.0,35,271,14,77,0,0,2,1,1,799,116,683,401,49,352
2356.0,35,271,14,77,0,0,2,1,1,799,116,683,401,49,352
2357.0,35,271,14,77,0,0,2,1,0,800,116,684,400,49,351
2358.0,35,270,14,78,0,0,2,1,0,800,116,684,400,49,351
2359.0,35,270,14,77,0,0,2,1,1,800,116,684,400,49,351
2360.0,35,269,14,78,0,0,2,1,0,801,116,685,399,49,350
2361.0,35,268,14,78,0,0,2,1,1,801,116,685,399,49,350
2362.0,35,268,14,78,0,0,2,1,0,802,116,686,398,49,349
2363.0,35,268,14,77,0,0,2,1,1,802,116,686,398,49,349
2364.0,35,267,14,78,0,0,2,1,1,802,116,686,398,49,349
2365.0,35,267,14,78,0,0,2,1,0,803,116,687,397,49,348
2366.0,35,267,14,78,0,0,2,1,0,803,116,687,397,49,348
2367.0,35,267,14,77,0,0,2,1,1,803,116,687,397,49,348
2368.0,34,266,14,79,0,0,2,1,0,804,116,688,396,49,347
2369.0,34,266,14,79,0,0,2,1,0,804,116,688,396,49,347
2370.0,34,266,14,78,0,0,2,1,1,804,116,688,396,49,347
2371.0,34,265,14,79,0,0,2,1,0,805,116,689,395,49,346
2372.0,34,265,14,79,0,0,2,1,0,805,116,689,395,49,346
2373.0,34,265,14,78,0,0,2,1,1,805,116,689,395,49,346
2374.0,34,265,14,78,0,0,2,1,0,806,116,690,394,49,345
2375.0,34,265,14,77,0,0,2,1,1,806,116,690,394,49,345
2376.0,34,264,15,77,0,0,2,1,0,807,116,691,393,49,344
2377.0,34,263,15,77,0,0,2,1,1,807,116,691,393,49,344
2378.0,34,263,15,77,0,0,2,1,0,808,116,692,392,49,343
2379.0,34,263,15,77,0,0,2,1,0,808,116,692,392,49,343
2380.0,34,262,15,78,0,0,2,1,0,808,116,692,392,49,343
2381.0,34,262,15,78,0,0,2,1,0,808,116,692,392,49,343
2382.0,33,262,15,79,0,0,2,1,0,808,116,692,392,49,343
2383.0,33,262,15,79,0,0,2,1,0,808,116,692,392,49,343
2384.0,33,261,16,79,0,0,2,1,0,808,116,692,392,49,343
2385.0,33,261,16,79,0,0,2,1,0,808,116,692,392,49,343
2386.0,33,261,16,79,0,0,2,1,0,808,116,692,392,49,343
2387.0,33,261,16,79,0,0,2,1,0,808,116,692,392,49,343
2388.0,33,261,16,79,0,0,2,1,0,808,116,692,392,49,343
2389.0,33,261,16,79,0,0,2,1,0,808,116,692,392,49,343
2390.0,33,261,16,79,0,0,2,1,0,808,116,692,392,49,343
2391.0,33,261,16,78,0,0,2,1,1,808,116,692,392,49,343
2392.0,33,261,16,77,0,1,2,1,1,808,116,692,392,49,343
2393.0,33,261,16,77,0,1,2,1,1,808,116,692,392,49,343
2394.0,33,261,16,77,0,1,2,1,1,808,116,692,392,49,343
2395.0,33,260,16,77,0,2,2,1,1,808,116,692,392,49,343
2396.0,33,260,16,77,0,1,2,1,1,809,116,693,391,49,342
2397.0,33,260,16,77,0,0,2,1,1,810,116,694,390,49,341
2398.0,33,260,16,77,0,0,2,1,0,811,116,695,389,49,340
2399.0,33,258,16,79,0,0,2,1,0,811,116,695,389,49,340
